IDs,pair,both_parsed,full_match,ligand_internal_match,metal_shell_match,mismatch_class
GIKGUC,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKHEO,ILP / CSD,1,1,1,1,full_match
GIKHEO,ILP / NBO(DFT),1,1,1,1,full_match
GIKHEO,ILP / Hückel(DFT),1,0,1,0,metal_only
GIKHEO,CSD / NBO(DFT),1,1,1,1,full_match
GIKHEO,CSD / Hückel(DFT),1,0,1,0,metal_only
GIKHEO,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GIKJOA,ILP / CSD,1,1,1,1,full_match
GIKJOA,ILP / NBO(DFT),1,1,1,1,full_match
GIKJOA,ILP / Hückel(DFT),1,1,1,1,full_match
GIKJOA,CSD / NBO(DFT),1,1,1,1,full_match
GIKJOA,CSD / Hückel(DFT),1,1,1,1,full_match
GIKJOA,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKJOB,ILP / CSD,1,1,1,1,full_match
GIKJOB,ILP / NBO(DFT),1,1,1,1,full_match
GIKJOB,ILP / Hückel(DFT),1,1,1,1,full_match
GIKJOB,CSD / NBO(DFT),1,1,1,1,full_match
GIKJOB,CSD / Hückel(DFT),1,1,1,1,full_match
GIKJOB,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKJUG,ILP / CSD,1,1,1,1,full_match
GIKJUG,ILP / NBO(DFT),1,1,1,1,full_match
GIKJUG,ILP / Hückel(DFT),1,1,1,1,full_match
GIKJUG,CSD / NBO(DFT),1,1,1,1,full_match
GIKJUG,CSD / Hückel(DFT),1,1,1,1,full_match
GIKJUG,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKKER,ILP / CSD,1,1,1,1,full_match
GIKKER,ILP / NBO(DFT),1,1,1,1,full_match
GIKKER,ILP / Hückel(DFT),1,1,1,1,full_match
GIKKER,CSD / NBO(DFT),1,1,1,1,full_match
GIKKER,CSD / Hückel(DFT),1,1,1,1,full_match
GIKKER,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKPAR,ILP / CSD,0,,,,
GIKPAR,ILP / NBO(DFT),0,,,,
GIKPAR,ILP / Hückel(DFT),1,0,1,0,metal_only
GIKPAR,CSD / NBO(DFT),0,,,,
GIKPAR,CSD / Hückel(DFT),0,,,,
GIKPAR,NBO(DFT) / Hückel(DFT),0,,,,
GIKPIA,ILP / CSD,1,1,1,1,full_match
GIKPIA,ILP / NBO(DFT),1,1,1,1,full_match
GIKPIA,ILP / Hückel(DFT),1,1,1,1,full_match
GIKPIA,CSD / NBO(DFT),1,1,1,1,full_match
GIKPIA,CSD / Hückel(DFT),1,1,1,1,full_match
GIKPIA,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKVOM,ILP / CSD,0,,,,
GIKVOM,ILP / NBO(DFT),1,1,1,1,full_match
GIKVOM,ILP / Hückel(DFT),1,1,1,1,full_match
GIKVOM,CSD / NBO(DFT),0,,,,
GIKVOM,CSD / Hückel(DFT),0,,,,
GIKVOM,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKVUS,ILP / CSD,0,,,,
GIKVUS,ILP / NBO(DFT),1,1,1,1,full_match
GIKVUS,ILP / Hückel(DFT),1,1,1,1,full_match
GIKVUS,CSD / NBO(DFT),0,,,,
GIKVUS,CSD / Hückel(DFT),0,,,,
GIKVUS,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKVUU,ILP / CSD,1,1,1,1,full_match
GIKVUU,ILP / NBO(DFT),1,1,1,1,full_match
GIKVUU,ILP / Hückel(DFT),1,1,1,1,full_match
GIKVUU,CSD / NBO(DFT),1,1,1,1,full_match
GIKVUU,CSD / Hückel(DFT),1,1,1,1,full_match
GIKVUU,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIKXII,ILP / CSD,1,0,1,0,metal_only
GIKXII,ILP / NBO(DFT),1,0,1,0,metal_only
GIKXII,ILP / Hückel(DFT),1,1,1,1,full_match
GIKXII,CSD / NBO(DFT),1,1,1,1,full_match
GIKXII,CSD / Hückel(DFT),1,0,1,0,metal_only
GIKXII,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GIKXOQ,ILP / CSD,1,1,1,1,full_match
GIKXOQ,ILP / NBO(DFT),0,,,,
GIKXOQ,ILP / Hückel(DFT),1,1,1,1,full_match
GIKXOQ,CSD / NBO(DFT),0,,,,
GIKXOQ,CSD / Hückel(DFT),1,1,1,1,full_match
GIKXOQ,NBO(DFT) / Hückel(DFT),0,,,,
GIKYOR,ILP / CSD,1,1,1,1,full_match
GIKYOR,ILP / NBO(DFT),0,,,,
GIKYOR,ILP / Hückel(DFT),1,1,1,1,full_match
GIKYOR,CSD / NBO(DFT),0,,,,
GIKYOR,CSD / Hückel(DFT),1,1,1,1,full_match
GIKYOR,NBO(DFT) / Hückel(DFT),0,,,,
GILCUZ,ILP / CSD,1,1,1,1,full_match
GILCUZ,ILP / NBO(DFT),1,1,1,1,full_match
GILCUZ,ILP / Hückel(DFT),1,1,1,1,full_match
GILCUZ,CSD / NBO(DFT),1,1,1,1,full_match
GILCUZ,CSD / Hückel(DFT),1,1,1,1,full_match
GILCUZ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILDAG,ILP / CSD,1,1,1,1,full_match
GILDAG,ILP / NBO(DFT),1,1,1,1,full_match
GILDAG,ILP / Hückel(DFT),1,1,1,1,full_match
GILDAG,CSD / NBO(DFT),1,1,1,1,full_match
GILDAG,CSD / Hückel(DFT),1,1,1,1,full_match
GILDAG,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILGEO,ILP / CSD,1,0,1,0,metal_only
GILGEO,ILP / NBO(DFT),1,1,1,1,full_match
GILGEO,ILP / Hückel(DFT),1,0,1,0,metal_only
GILGEO,CSD / NBO(DFT),1,0,1,0,metal_only
GILGEO,CSD / Hückel(DFT),1,0,1,0,metal_only
GILGEO,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GILGUD,ILP / CSD,1,1,1,1,full_match
GILGUD,ILP / NBO(DFT),1,1,1,1,full_match
GILGUD,ILP / Hückel(DFT),1,1,1,1,full_match
GILGUD,CSD / NBO(DFT),1,1,1,1,full_match
GILGUD,CSD / Hückel(DFT),1,1,1,1,full_match
GILGUD,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILHUE,ILP / CSD,1,1,1,1,full_match
GILHUE,ILP / NBO(DFT),1,1,1,1,full_match
GILHUE,ILP / Hückel(DFT),1,1,1,1,full_match
GILHUE,CSD / NBO(DFT),1,1,1,1,full_match
GILHUE,CSD / Hückel(DFT),1,1,1,1,full_match
GILHUE,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILJAM,ILP / CSD,1,1,1,1,full_match
GILJAM,ILP / NBO(DFT),1,1,1,1,full_match
GILJAM,ILP / Hückel(DFT),1,1,1,1,full_match
GILJAM,CSD / NBO(DFT),1,1,1,1,full_match
GILJAM,CSD / Hückel(DFT),1,1,1,1,full_match
GILJAM,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILKOD,ILP / CSD,1,1,1,1,full_match
GILKOD,ILP / NBO(DFT),1,1,1,1,full_match
GILKOD,ILP / Hückel(DFT),1,1,1,1,full_match
GILKOD,CSD / NBO(DFT),1,1,1,1,full_match
GILKOD,CSD / Hückel(DFT),1,1,1,1,full_match
GILKOD,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILKUK,ILP / CSD,1,1,1,1,full_match
GILKUK,ILP / NBO(DFT),1,1,1,1,full_match
GILKUK,ILP / Hückel(DFT),1,1,1,1,full_match
GILKUK,CSD / NBO(DFT),1,1,1,1,full_match
GILKUK,CSD / Hückel(DFT),1,1,1,1,full_match
GILKUK,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILLIZ,ILP / CSD,1,1,1,1,full_match
GILLIZ,ILP / NBO(DFT),1,1,1,1,full_match
GILLIZ,ILP / Hückel(DFT),1,1,1,1,full_match
GILLIZ,CSD / NBO(DFT),1,1,1,1,full_match
GILLIZ,CSD / Hückel(DFT),1,1,1,1,full_match
GILLIZ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILMUJ,ILP / CSD,0,,,,
GILMUJ,ILP / NBO(DFT),1,1,1,1,full_match
GILMUJ,ILP / Hückel(DFT),1,1,1,1,full_match
GILMUJ,CSD / NBO(DFT),0,,,,
GILMUJ,CSD / Hückel(DFT),0,,,,
GILMUJ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNAQ,ILP / CSD,0,,,,
GILNAQ,ILP / NBO(DFT),1,1,1,1,full_match
GILNAQ,ILP / Hückel(DFT),1,1,1,1,full_match
GILNAQ,CSD / NBO(DFT),0,,,,
GILNAQ,CSD / Hückel(DFT),0,,,,
GILNAQ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNAR,ILP / CSD,1,1,1,1,full_match
GILNAR,ILP / NBO(DFT),1,1,1,1,full_match
GILNAR,ILP / Hückel(DFT),1,1,1,1,full_match
GILNAR,CSD / NBO(DFT),1,1,1,1,full_match
GILNAR,CSD / Hückel(DFT),1,1,1,1,full_match
GILNAR,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNEU,ILP / CSD,0,,,,
GILNEU,ILP / NBO(DFT),1,1,1,1,full_match
GILNEU,ILP / Hückel(DFT),1,1,1,1,full_match
GILNEU,CSD / NBO(DFT),0,,,,
GILNEU,CSD / Hückel(DFT),0,,,,
GILNEU,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNEV,ILP / CSD,1,1,1,1,full_match
GILNEV,ILP / NBO(DFT),1,1,1,1,full_match
GILNEV,ILP / Hückel(DFT),1,1,1,1,full_match
GILNEV,CSD / NBO(DFT),1,1,1,1,full_match
GILNEV,CSD / Hückel(DFT),1,1,1,1,full_match
GILNEV,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNIZ,ILP / CSD,1,1,1,1,full_match
GILNIZ,ILP / NBO(DFT),1,1,1,1,full_match
GILNIZ,ILP / Hückel(DFT),1,1,1,1,full_match
GILNIZ,CSD / NBO(DFT),1,1,1,1,full_match
GILNIZ,CSD / Hückel(DFT),1,1,1,1,full_match
GILNIZ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILNOF,ILP / CSD,1,1,1,1,full_match
GILNOF,ILP / NBO(DFT),1,1,1,1,full_match
GILNOF,ILP / Hückel(DFT),1,1,1,1,full_match
GILNOF,CSD / NBO(DFT),1,1,1,1,full_match
GILNOF,CSD / Hückel(DFT),1,1,1,1,full_match
GILNOF,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILPOH,ILP / CSD,1,1,1,1,full_match
GILPOH,ILP / NBO(DFT),1,1,1,1,full_match
GILPOH,ILP / Hückel(DFT),1,1,1,1,full_match
GILPOH,CSD / NBO(DFT),1,1,1,1,full_match
GILPOH,CSD / Hückel(DFT),1,1,1,1,full_match
GILPOH,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILQAV,ILP / CSD,1,1,1,1,full_match
GILQAV,ILP / NBO(DFT),1,1,1,1,full_match
GILQAV,ILP / Hückel(DFT),1,1,1,1,full_match
GILQAV,CSD / NBO(DFT),1,1,1,1,full_match
GILQAV,CSD / Hückel(DFT),1,1,1,1,full_match
GILQAV,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILQOI,ILP / CSD,1,1,1,1,full_match
GILQOI,ILP / NBO(DFT),1,1,1,1,full_match
GILQOI,ILP / Hückel(DFT),1,1,1,1,full_match
GILQOI,CSD / NBO(DFT),1,1,1,1,full_match
GILQOI,CSD / Hückel(DFT),1,1,1,1,full_match
GILQOI,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILRIC,ILP / CSD,1,1,1,1,full_match
GILRIC,ILP / NBO(DFT),0,,,,
GILRIC,ILP / Hückel(DFT),1,1,1,1,full_match
GILRIC,CSD / NBO(DFT),0,,,,
GILRIC,CSD / Hückel(DFT),1,1,1,1,full_match
GILRIC,NBO(DFT) / Hückel(DFT),0,,,,
GILSEB,ILP / CSD,1,0,1,0,metal_only
GILSEB,ILP / NBO(DFT),0,,,,
GILSEB,ILP / Hückel(DFT),1,1,1,1,full_match
GILSEB,CSD / NBO(DFT),0,,,,
GILSEB,CSD / Hückel(DFT),1,0,1,0,metal_only
GILSEB,NBO(DFT) / Hückel(DFT),0,,,,
GILSIF,ILP / CSD,1,1,1,1,full_match
GILSIF,ILP / NBO(DFT),1,0,1,1,metal_only
GILSIF,ILP / Hückel(DFT),1,1,1,1,full_match
GILSIF,CSD / NBO(DFT),1,0,1,1,metal_only
GILSIF,CSD / Hückel(DFT),1,1,1,1,full_match
GILSIF,NBO(DFT) / Hückel(DFT),1,0,1,1,metal_only
GILSOL,ILP / CSD,1,0,1,0,metal_only
GILSOL,ILP / NBO(DFT),0,,,,
GILSOL,ILP / Hückel(DFT),1,0,1,0,metal_only
GILSOL,CSD / NBO(DFT),0,,,,
GILSOL,CSD / Hückel(DFT),1,1,1,1,full_match
GILSOL,NBO(DFT) / Hückel(DFT),0,,,,
GILVUU,ILP / CSD,1,1,1,1,full_match
GILVUU,ILP / NBO(DFT),1,1,1,1,full_match
GILVUU,ILP / Hückel(DFT),1,1,1,1,full_match
GILVUU,CSD / NBO(DFT),1,1,1,1,full_match
GILVUU,CSD / Hückel(DFT),1,1,1,1,full_match
GILVUU,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILWEF,ILP / CSD,1,1,1,1,full_match
GILWEF,ILP / NBO(DFT),1,1,1,1,full_match
GILWEF,ILP / Hückel(DFT),1,1,1,1,full_match
GILWEF,CSD / NBO(DFT),1,1,1,1,full_match
GILWEF,CSD / Hückel(DFT),1,1,1,1,full_match
GILWEF,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILWIJ,ILP / CSD,1,1,1,1,full_match
GILWIJ,ILP / NBO(DFT),1,1,1,1,full_match
GILWIJ,ILP / Hückel(DFT),1,1,1,1,full_match
GILWIJ,CSD / NBO(DFT),1,1,1,1,full_match
GILWIJ,CSD / Hückel(DFT),1,1,1,1,full_match
GILWIJ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILWOP,ILP / CSD,1,1,1,1,full_match
GILWOP,ILP / NBO(DFT),1,1,1,1,full_match
GILWOP,ILP / Hückel(DFT),1,1,1,1,full_match
GILWOP,CSD / NBO(DFT),1,1,1,1,full_match
GILWOP,CSD / Hückel(DFT),1,1,1,1,full_match
GILWOP,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILWOQ,ILP / CSD,1,1,1,1,full_match
GILWOQ,ILP / NBO(DFT),1,1,1,1,full_match
GILWOQ,ILP / Hückel(DFT),1,1,1,1,full_match
GILWOQ,CSD / NBO(DFT),1,1,1,1,full_match
GILWOQ,CSD / Hückel(DFT),1,1,1,1,full_match
GILWOQ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILWUT,ILP / CSD,1,1,1,1,full_match
GILWUT,ILP / NBO(DFT),0,,,,
GILWUT,ILP / Hückel(DFT),1,1,1,1,full_match
GILWUT,CSD / NBO(DFT),0,,,,
GILWUT,CSD / Hückel(DFT),1,1,1,1,full_match
GILWUT,NBO(DFT) / Hückel(DFT),0,,,,
GILWUV,ILP / CSD,1,1,1,1,full_match
GILWUV,ILP / NBO(DFT),1,1,1,1,full_match
GILWUV,ILP / Hückel(DFT),1,1,1,1,full_match
GILWUV,CSD / NBO(DFT),1,1,1,1,full_match
GILWUV,CSD / Hückel(DFT),1,1,1,1,full_match
GILWUV,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GILXEE,ILP / CSD,1,1,1,1,full_match
GILXEE,ILP / NBO(DFT),1,1,1,1,full_match
GILXEE,ILP / Hückel(DFT),1,0,1,0,metal_only
GILXEE,CSD / NBO(DFT),1,1,1,1,full_match
GILXEE,CSD / Hückel(DFT),1,0,1,0,metal_only
GILXEE,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GILZIK,ILP / CSD,1,1,1,1,full_match
GILZIK,ILP / NBO(DFT),0,,,,
GILZIK,ILP / Hückel(DFT),1,1,1,1,full_match
GILZIK,CSD / NBO(DFT),0,,,,
GILZIK,CSD / Hückel(DFT),1,1,1,1,full_match
GILZIK,NBO(DFT) / Hückel(DFT),0,,,,
GILZOQ,ILP / CSD,1,1,1,1,full_match
GILZOQ,ILP / NBO(DFT),0,,,,
GILZOQ,ILP / Hückel(DFT),1,1,1,1,full_match
GILZOQ,CSD / NBO(DFT),0,,,,
GILZOQ,CSD / Hückel(DFT),1,1,1,1,full_match
GILZOQ,NBO(DFT) / Hückel(DFT),0,,,,
GIMCUC,ILP / CSD,1,1,1,1,full_match
GIMCUC,ILP / NBO(DFT),0,,,,
GIMCUC,ILP / Hückel(DFT),1,1,1,1,full_match
GIMCUC,CSD / NBO(DFT),0,,,,
GIMCUC,CSD / Hückel(DFT),1,1,1,1,full_match
GIMCUC,NBO(DFT) / Hückel(DFT),0,,,,
GIMDAH,ILP / CSD,1,1,1,1,full_match
GIMDAH,ILP / NBO(DFT),1,1,1,1,full_match
GIMDAH,ILP / Hückel(DFT),1,1,1,1,full_match
GIMDAH,CSD / NBO(DFT),1,1,1,1,full_match
GIMDAH,CSD / Hückel(DFT),1,1,1,1,full_match
GIMDAH,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMGIS,ILP / CSD,1,1,1,1,full_match
GIMGIS,ILP / NBO(DFT),1,1,1,1,full_match
GIMGIS,ILP / Hückel(DFT),1,1,1,1,full_match
GIMGIS,CSD / NBO(DFT),1,1,1,1,full_match
GIMGIS,CSD / Hückel(DFT),1,1,1,1,full_match
GIMGIS,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMGUH,ILP / CSD,1,1,1,1,full_match
GIMGUH,ILP / NBO(DFT),0,,,,
GIMGUH,ILP / Hückel(DFT),1,1,1,1,full_match
GIMGUH,CSD / NBO(DFT),0,,,,
GIMGUH,CSD / Hückel(DFT),1,1,1,1,full_match
GIMGUH,NBO(DFT) / Hückel(DFT),0,,,,
GIMHAO,ILP / CSD,1,1,1,1,full_match
GIMHAO,ILP / NBO(DFT),0,,,,
GIMHAO,ILP / Hückel(DFT),1,1,1,1,full_match
GIMHAO,CSD / NBO(DFT),0,,,,
GIMHAO,CSD / Hückel(DFT),1,1,1,1,full_match
GIMHAO,NBO(DFT) / Hückel(DFT),0,,,,
GIMHIT,ILP / CSD,1,1,1,1,full_match
GIMHIT,ILP / NBO(DFT),1,1,1,1,full_match
GIMHIT,ILP / Hückel(DFT),1,1,1,1,full_match
GIMHIT,CSD / NBO(DFT),1,1,1,1,full_match
GIMHIT,CSD / Hückel(DFT),1,1,1,1,full_match
GIMHIT,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMKAP,ILP / CSD,1,1,1,1,full_match
GIMKAP,ILP / NBO(DFT),1,1,1,1,full_match
GIMKAP,ILP / Hückel(DFT),1,1,1,1,full_match
GIMKAP,CSD / NBO(DFT),1,1,1,1,full_match
GIMKAP,CSD / Hückel(DFT),1,1,1,1,full_match
GIMKAP,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMLAQ,ILP / CSD,1,0,1,0,metal_only
GIMLAQ,ILP / NBO(DFT),1,1,1,1,full_match
GIMLAQ,ILP / Hückel(DFT),1,1,1,1,full_match
GIMLAQ,CSD / NBO(DFT),1,0,1,0,metal_only
GIMLAQ,CSD / Hückel(DFT),1,0,1,0,metal_only
GIMLAQ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMLIY,ILP / CSD,1,1,1,1,full_match
GIMLIY,ILP / NBO(DFT),1,1,1,1,full_match
GIMLIY,ILP / Hückel(DFT),1,1,1,1,full_match
GIMLIY,CSD / NBO(DFT),1,1,1,1,full_match
GIMLIY,CSD / Hückel(DFT),1,1,1,1,full_match
GIMLIY,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMLUJ,ILP / CSD,1,0,1,0,metal_only
GIMLUJ,ILP / NBO(DFT),1,0,1,0,metal_only
GIMLUJ,ILP / Hückel(DFT),1,0,1,0,metal_only
GIMLUJ,CSD / NBO(DFT),1,1,1,1,full_match
GIMLUJ,CSD / Hückel(DFT),1,1,1,1,full_match
GIMLUJ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMMUK,ILP / CSD,1,1,1,1,full_match
GIMMUK,ILP / NBO(DFT),1,1,1,1,full_match
GIMMUK,ILP / Hückel(DFT),1,1,1,1,full_match
GIMMUK,CSD / NBO(DFT),1,1,1,1,full_match
GIMMUK,CSD / Hückel(DFT),1,1,1,1,full_match
GIMMUK,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMQEY,ILP / CSD,1,1,1,1,full_match
GIMQEY,ILP / NBO(DFT),1,1,1,1,full_match
GIMQEY,ILP / Hückel(DFT),1,1,1,1,full_match
GIMQEY,CSD / NBO(DFT),1,1,1,1,full_match
GIMQEY,CSD / Hückel(DFT),1,1,1,1,full_match
GIMQEY,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMQIC,ILP / CSD,1,1,1,1,full_match
GIMQIC,ILP / NBO(DFT),0,,,,
GIMQIC,ILP / Hückel(DFT),1,1,1,1,full_match
GIMQIC,CSD / NBO(DFT),0,,,,
GIMQIC,CSD / Hückel(DFT),1,1,1,1,full_match
GIMQIC,NBO(DFT) / Hückel(DFT),0,,,,
GIMSUQ,ILP / CSD,1,1,1,1,full_match
GIMSUQ,ILP / NBO(DFT),0,,,,
GIMSUQ,ILP / Hückel(DFT),1,1,1,1,full_match
GIMSUQ,CSD / NBO(DFT),0,,,,
GIMSUQ,CSD / Hückel(DFT),1,1,1,1,full_match
GIMSUQ,NBO(DFT) / Hückel(DFT),0,,,,
GIMVIJ,ILP / CSD,1,0,1,0,metal_only
GIMVIJ,ILP / NBO(DFT),1,0,1,0,metal_only
GIMVIJ,ILP / Hückel(DFT),1,0,1,0,metal_only
GIMVIJ,CSD / NBO(DFT),1,1,1,1,full_match
GIMVIJ,CSD / Hückel(DFT),1,1,1,1,full_match
GIMVIJ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMVIK,ILP / CSD,1,1,1,1,full_match
GIMVIK,ILP / NBO(DFT),1,1,1,1,full_match
GIMVIK,ILP / Hückel(DFT),1,1,1,1,full_match
GIMVIK,CSD / NBO(DFT),1,1,1,1,full_match
GIMVIK,CSD / Hückel(DFT),1,1,1,1,full_match
GIMVIK,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMVOQ,ILP / CSD,1,1,1,1,full_match
GIMVOQ,ILP / NBO(DFT),1,1,1,1,full_match
GIMVOQ,ILP / Hückel(DFT),1,1,1,1,full_match
GIMVOQ,CSD / NBO(DFT),1,1,1,1,full_match
GIMVOQ,CSD / Hückel(DFT),1,1,1,1,full_match
GIMVOQ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMWAA,ILP / CSD,1,1,1,1,full_match
GIMWAA,ILP / NBO(DFT),0,,,,
GIMWAA,ILP / Hückel(DFT),1,0,1,0,metal_only
GIMWAA,CSD / NBO(DFT),0,,,,
GIMWAA,CSD / Hückel(DFT),1,0,1,0,metal_only
GIMWAA,NBO(DFT) / Hückel(DFT),0,,,,
GIMWEF,ILP / CSD,1,1,1,1,full_match
GIMWEF,ILP / NBO(DFT),1,1,1,1,full_match
GIMWEF,ILP / Hückel(DFT),1,0,1,0,metal_only
GIMWEF,CSD / NBO(DFT),1,1,1,1,full_match
GIMWEF,CSD / Hückel(DFT),1,0,1,0,metal_only
GIMWEF,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GIMWIJ,ILP / CSD,1,1,1,1,full_match
GIMWIJ,ILP / NBO(DFT),1,1,1,1,full_match
GIMWIJ,ILP / Hückel(DFT),1,1,1,1,full_match
GIMWIJ,CSD / NBO(DFT),1,1,1,1,full_match
GIMWIJ,CSD / Hückel(DFT),1,1,1,1,full_match
GIMWIJ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMXAC,ILP / CSD,1,1,1,1,full_match
GIMXAC,ILP / NBO(DFT),1,1,1,1,full_match
GIMXAC,ILP / Hückel(DFT),1,1,1,1,full_match
GIMXAC,CSD / NBO(DFT),1,1,1,1,full_match
GIMXAC,CSD / Hückel(DFT),1,1,1,1,full_match
GIMXAC,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GIMXIK,ILP / CSD,1,1,1,1,full_match
GIMXIK,ILP / NBO(DFT),0,,,,
GIMXIK,ILP / Hückel(DFT),1,1,1,1,full_match
GIMXIK,CSD / NBO(DFT),0,,,,
GIMXIK,CSD / Hückel(DFT),1,1,1,1,full_match
GIMXIK,NBO(DFT) / Hückel(DFT),0,,,,
GINBEN,ILP / CSD,1,1,1,1,full_match
GINBEN,ILP / NBO(DFT),1,1,1,1,full_match
GINBEN,ILP / Hückel(DFT),1,1,1,1,full_match
GINBEN,CSD / NBO(DFT),1,1,1,1,full_match
GINBEN,CSD / Hückel(DFT),1,1,1,1,full_match
GINBEN,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GINCAK,ILP / CSD,1,1,1,1,full_match
GINCAK,ILP / NBO(DFT),0,,,,
GINCAK,ILP / Hückel(DFT),1,0,1,0,metal_only
GINCAK,CSD / NBO(DFT),0,,,,
GINCAK,CSD / Hückel(DFT),1,0,1,0,metal_only
GINCAK,NBO(DFT) / Hückel(DFT),0,,,,
GINCEO,ILP / CSD,1,1,1,1,full_match
GINCEO,ILP / NBO(DFT),1,1,1,1,full_match
GINCEO,ILP / Hückel(DFT),1,1,1,1,full_match
GINCEO,CSD / NBO(DFT),1,1,1,1,full_match
GINCEO,CSD / Hückel(DFT),1,1,1,1,full_match
GINCEO,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GINGAN,ILP / CSD,1,1,1,1,full_match
GINGAN,ILP / NBO(DFT),1,0,1,0,metal_only
GINGAN,ILP / Hückel(DFT),1,0,1,0,metal_only
GINGAN,CSD / NBO(DFT),1,0,1,0,metal_only
GINGAN,CSD / Hückel(DFT),1,0,1,0,metal_only
GINGAN,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
GINHAM,ILP / CSD,1,1,1,1,full_match
GINHAM,ILP / NBO(DFT),1,1,1,1,full_match
GINHAM,ILP / Hückel(DFT),1,1,1,1,full_match
GINHAM,CSD / NBO(DFT),1,1,1,1,full_match
GINHAM,CSD / Hückel(DFT),1,1,1,1,full_match
GINHAM,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GINHEQ,ILP / CSD,1,1,1,1,full_match
GINHEQ,ILP / NBO(DFT),1,1,1,1,full_match
GINHEQ,ILP / Hückel(DFT),1,1,1,1,full_match
GINHEQ,CSD / NBO(DFT),1,1,1,1,full_match
GINHEQ,CSD / Hückel(DFT),1,1,1,1,full_match
GINHEQ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GINJOC,ILP / CSD,1,1,1,1,full_match
GINJOC,ILP / NBO(DFT),1,1,1,1,full_match
GINJOC,ILP / Hückel(DFT),1,1,1,1,full_match
GINJOC,CSD / NBO(DFT),1,1,1,1,full_match
GINJOC,CSD / Hückel(DFT),1,1,1,1,full_match
GINJOC,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
GINKAP,ILP / CSD,1,0,1,0,metal_only
GINKAP,ILP / NBO(DFT),1,0,1,0,metal_only
GINKAP,ILP / Hückel(DFT),1,1,1,1,full_match
GINKAP,CSD / NBO(DFT),1,1,1,1,full_match
GINKAP,CSD / Hückel(DFT),1,0,1,0,metal_only
GINKAP,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
