IDs,pair,both_parsed,full_match,ligand_internal_match,metal_shell_match,mismatch_class
ONAXAD,CSD / Hückel(DFT),1,1,1,1,full_match
ONAXAD,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONAXEH,ILP / CSD,1,1,1,1,full_match
ONAXEH,ILP / NBO(DFT),1,1,1,1,full_match
ONAXEH,ILP / Hückel(DFT),1,1,1,1,full_match
ONAXEH,CSD / NBO(DFT),1,1,1,1,full_match
ONAXEH,CSD / Hückel(DFT),1,1,1,1,full_match
ONAXEH,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONAXOR,ILP / CSD,1,1,1,1,full_match
ONAXOR,ILP / NBO(DFT),1,1,1,1,full_match
ONAXOR,ILP / Hückel(DFT),1,1,1,1,full_match
ONAXOR,CSD / NBO(DFT),1,1,1,1,full_match
ONAXOR,CSD / Hückel(DFT),1,1,1,1,full_match
ONAXOR,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONAXUY,ILP / CSD,1,1,1,1,full_match
ONAXUY,ILP / NBO(DFT),1,1,1,1,full_match
ONAXUY,ILP / Hückel(DFT),1,1,1,1,full_match
ONAXUY,CSD / NBO(DFT),1,1,1,1,full_match
ONAXUY,CSD / Hückel(DFT),1,1,1,1,full_match
ONAXUY,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONENEC,ILP / CSD,1,1,1,1,full_match
ONENEC,ILP / NBO(DFT),1,1,1,1,full_match
ONENEC,ILP / Hückel(DFT),1,1,1,1,full_match
ONENEC,CSD / NBO(DFT),1,1,1,1,full_match
ONENEC,CSD / Hückel(DFT),1,1,1,1,full_match
ONENEC,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONEPAA,ILP / CSD,1,1,1,1,full_match
ONEPAA,ILP / NBO(DFT),1,1,1,1,full_match
ONEPAA,ILP / Hückel(DFT),1,1,1,1,full_match
ONEPAA,CSD / NBO(DFT),1,1,1,1,full_match
ONEPAA,CSD / Hückel(DFT),1,1,1,1,full_match
ONEPAA,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONEQII,ILP / CSD,1,1,1,1,full_match
ONEQII,ILP / NBO(DFT),1,1,1,1,full_match
ONEQII,ILP / Hückel(DFT),1,1,1,1,full_match
ONEQII,CSD / NBO(DFT),1,1,1,1,full_match
ONEQII,CSD / Hückel(DFT),1,1,1,1,full_match
ONEQII,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONEQOO,ILP / CSD,1,1,1,1,full_match
ONEQOO,ILP / NBO(DFT),1,1,1,1,full_match
ONEQOO,ILP / Hückel(DFT),1,1,1,1,full_match
ONEQOO,CSD / NBO(DFT),1,1,1,1,full_match
ONEQOO,CSD / Hückel(DFT),1,1,1,1,full_match
ONEQOO,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONEQUU,ILP / CSD,1,1,1,1,full_match
ONEQUU,ILP / NBO(DFT),1,1,1,1,full_match
ONEQUU,ILP / Hückel(DFT),1,1,1,1,full_match
ONEQUU,CSD / NBO(DFT),1,1,1,1,full_match
ONEQUU,CSD / Hückel(DFT),1,1,1,1,full_match
ONEQUU,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONESOQ,ILP / CSD,0,,,,
ONESOQ,ILP / NBO(DFT),1,1,1,1,full_match
ONESOQ,ILP / Hückel(DFT),0,,,,
ONESOQ,CSD / NBO(DFT),0,,,,
ONESOQ,CSD / Hückel(DFT),0,,,,
ONESOQ,NBO(DFT) / Hückel(DFT),0,,,,
ONEYUD,ILP / CSD,1,1,1,1,full_match
ONEYUD,ILP / NBO(DFT),1,1,1,1,full_match
ONEYUD,ILP / Hückel(DFT),1,0,1,0,metal_only
ONEYUD,CSD / NBO(DFT),1,1,1,1,full_match
ONEYUD,CSD / Hückel(DFT),1,0,1,0,metal_only
ONEYUD,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
ONEZAK,ILP / CSD,1,1,1,1,full_match
ONEZAK,ILP / NBO(DFT),1,1,1,1,full_match
ONEZAK,ILP / Hückel(DFT),1,0,1,0,metal_only
ONEZAK,CSD / NBO(DFT),1,1,1,1,full_match
ONEZAK,CSD / Hückel(DFT),1,0,1,0,metal_only
ONEZAK,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
ONEZEO,ILP / CSD,1,1,1,1,full_match
ONEZEO,ILP / NBO(DFT),0,,,,
ONEZEO,ILP / Hückel(DFT),1,0,1,0,metal_only
ONEZEO,CSD / NBO(DFT),0,,,,
ONEZEO,CSD / Hückel(DFT),1,0,1,0,metal_only
ONEZEO,NBO(DFT) / Hückel(DFT),0,,,,
ONEZIS,ILP / CSD,1,1,1,1,full_match
ONEZIS,ILP / NBO(DFT),1,1,1,1,full_match
ONEZIS,ILP / Hückel(DFT),1,0,1,0,metal_only
ONEZIS,CSD / NBO(DFT),1,1,1,1,full_match
ONEZIS,CSD / Hückel(DFT),1,0,1,0,metal_only
ONEZIS,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
ONEZOY,ILP / CSD,1,1,1,1,full_match
ONEZOY,ILP / NBO(DFT),0,,,,
ONEZOY,ILP / Hückel(DFT),1,1,1,1,full_match
ONEZOY,CSD / NBO(DFT),0,,,,
ONEZOY,CSD / Hückel(DFT),1,1,1,1,full_match
ONEZOY,NBO(DFT) / Hückel(DFT),0,,,,
ONEZUE,ILP / CSD,1,1,1,1,full_match
ONEZUE,ILP / NBO(DFT),0,,,,
ONEZUE,ILP / Hückel(DFT),1,1,1,1,full_match
ONEZUE,CSD / NBO(DFT),0,,,,
ONEZUE,CSD / Hückel(DFT),1,1,1,1,full_match
ONEZUE,NBO(DFT) / Hückel(DFT),0,,,,
ONIBAQ,ILP / CSD,1,1,1,1,full_match
ONIBAQ,ILP / NBO(DFT),0,,,,
ONIBAQ,ILP / Hückel(DFT),1,1,1,1,full_match
ONIBAQ,CSD / NBO(DFT),0,,,,
ONIBAQ,CSD / Hückel(DFT),1,1,1,1,full_match
ONIBAQ,NBO(DFT) / Hückel(DFT),0,,,,
ONIBEU,ILP / CSD,1,1,1,1,full_match
ONIBEU,ILP / NBO(DFT),0,,,,
ONIBEU,ILP / Hückel(DFT),1,1,1,1,full_match
ONIBEU,CSD / NBO(DFT),0,,,,
ONIBEU,CSD / Hückel(DFT),1,1,1,1,full_match
ONIBEU,NBO(DFT) / Hückel(DFT),0,,,,
ONIGID,ILP / CSD,1,1,1,1,full_match
ONIGID,ILP / NBO(DFT),1,1,1,1,full_match
ONIGID,ILP / Hückel(DFT),1,1,1,1,full_match
ONIGID,CSD / NBO(DFT),1,1,1,1,full_match
ONIGID,CSD / Hückel(DFT),1,1,1,1,full_match
ONIGID,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIKIH,ILP / CSD,1,1,1,1,full_match
ONIKIH,ILP / NBO(DFT),1,1,1,1,full_match
ONIKIH,ILP / Hückel(DFT),1,1,1,1,full_match
ONIKIH,CSD / NBO(DFT),1,1,1,1,full_match
ONIKIH,CSD / Hückel(DFT),1,1,1,1,full_match
ONIKIH,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIKON,ILP / CSD,1,1,1,1,full_match
ONIKON,ILP / NBO(DFT),1,1,1,1,full_match
ONIKON,ILP / Hückel(DFT),1,1,1,1,full_match
ONIKON,CSD / NBO(DFT),1,1,1,1,full_match
ONIKON,CSD / Hückel(DFT),1,1,1,1,full_match
ONIKON,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIMII,ILP / CSD,1,1,1,1,full_match
ONIMII,ILP / NBO(DFT),1,1,1,1,full_match
ONIMII,ILP / Hückel(DFT),1,1,1,1,full_match
ONIMII,CSD / NBO(DFT),1,1,1,1,full_match
ONIMII,CSD / Hückel(DFT),1,1,1,1,full_match
ONIMII,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONINIK,ILP / CSD,1,1,1,1,full_match
ONINIK,ILP / NBO(DFT),1,1,1,1,full_match
ONINIK,ILP / Hückel(DFT),1,1,1,1,full_match
ONINIK,CSD / NBO(DFT),1,1,1,1,full_match
ONINIK,CSD / Hückel(DFT),1,1,1,1,full_match
ONINIK,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONINUW,ILP / CSD,1,1,1,1,full_match
ONINUW,ILP / NBO(DFT),1,1,1,1,full_match
ONINUW,ILP / Hückel(DFT),1,1,1,1,full_match
ONINUW,CSD / NBO(DFT),1,1,1,1,full_match
ONINUW,CSD / Hückel(DFT),1,1,1,1,full_match
ONINUW,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIQIM,ILP / CSD,1,1,1,1,full_match
ONIQIM,ILP / NBO(DFT),1,1,1,1,full_match
ONIQIM,ILP / Hückel(DFT),1,1,1,1,full_match
ONIQIM,CSD / NBO(DFT),1,1,1,1,full_match
ONIQIM,CSD / Hückel(DFT),1,1,1,1,full_match
ONIQIM,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIVUE,ILP / CSD,1,1,1,1,full_match
ONIVUE,ILP / NBO(DFT),1,1,1,1,full_match
ONIVUE,ILP / Hückel(DFT),1,1,1,1,full_match
ONIVUE,CSD / NBO(DFT),1,1,1,1,full_match
ONIVUE,CSD / Hückel(DFT),1,1,1,1,full_match
ONIVUE,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIWAL,ILP / CSD,1,1,1,1,full_match
ONIWAL,ILP / NBO(DFT),0,,,,
ONIWAL,ILP / Hückel(DFT),1,1,1,1,full_match
ONIWAL,CSD / NBO(DFT),0,,,,
ONIWAL,CSD / Hückel(DFT),1,1,1,1,full_match
ONIWAL,NBO(DFT) / Hückel(DFT),0,,,,
ONIWEP,ILP / CSD,1,1,1,1,full_match
ONIWEP,ILP / NBO(DFT),0,,,,
ONIWEP,ILP / Hückel(DFT),1,1,1,1,full_match
ONIWEP,CSD / NBO(DFT),0,,,,
ONIWEP,CSD / Hückel(DFT),1,1,1,1,full_match
ONIWEP,NBO(DFT) / Hückel(DFT),0,,,,
ONIWIS,ILP / CSD,1,1,1,1,full_match
ONIWIS,ILP / NBO(DFT),1,1,1,1,full_match
ONIWIS,ILP / Hückel(DFT),1,1,1,1,full_match
ONIWIS,CSD / NBO(DFT),1,1,1,1,full_match
ONIWIS,CSD / Hückel(DFT),1,1,1,1,full_match
ONIWIS,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIWIT,ILP / CSD,1,1,1,1,full_match
ONIWIT,ILP / NBO(DFT),0,,,,
ONIWIT,ILP / Hückel(DFT),1,1,1,1,full_match
ONIWIT,CSD / NBO(DFT),0,,,,
ONIWIT,CSD / Hückel(DFT),1,1,1,1,full_match
ONIWIT,NBO(DFT) / Hückel(DFT),0,,,,
ONIWUF,ILP / CSD,1,1,1,1,full_match
ONIWUF,ILP / NBO(DFT),1,1,1,1,full_match
ONIWUF,ILP / Hückel(DFT),1,1,1,1,full_match
ONIWUF,CSD / NBO(DFT),1,1,1,1,full_match
ONIWUF,CSD / Hückel(DFT),1,1,1,1,full_match
ONIWUF,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIXUF,ILP / CSD,1,1,1,1,full_match
ONIXUF,ILP / NBO(DFT),1,1,1,1,full_match
ONIXUF,ILP / Hückel(DFT),1,1,1,1,full_match
ONIXUF,CSD / NBO(DFT),1,1,1,1,full_match
ONIXUF,CSD / Hückel(DFT),1,1,1,1,full_match
ONIXUF,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONIYEQ,ILP / CSD,1,0,1,0,metal_only
ONIYEQ,ILP / NBO(DFT),0,,,,
ONIYEQ,ILP / Hückel(DFT),1,0,1,0,metal_only
ONIYEQ,CSD / NBO(DFT),0,,,,
ONIYEQ,CSD / Hückel(DFT),1,1,1,1,full_match
ONIYEQ,NBO(DFT) / Hückel(DFT),0,,,,
ONIYIU,ILP / CSD,0,,,,
ONIYIU,ILP / NBO(DFT),0,,,,
ONIYIU,ILP / Hückel(DFT),1,1,1,1,full_match
ONIYIU,CSD / NBO(DFT),0,,,,
ONIYIU,CSD / Hückel(DFT),0,,,,
ONIYIU,NBO(DFT) / Hückel(DFT),0,,,,
ONOGAA,ILP / CSD,1,1,1,1,full_match
ONOGAA,ILP / NBO(DFT),1,1,1,1,full_match
ONOGAA,ILP / Hückel(DFT),1,1,1,1,full_match
ONOGAA,CSD / NBO(DFT),1,1,1,1,full_match
ONOGAA,CSD / Hückel(DFT),1,1,1,1,full_match
ONOGAA,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOGEE,ILP / CSD,1,1,1,1,full_match
ONOGEE,ILP / NBO(DFT),1,1,1,1,full_match
ONOGEE,ILP / Hückel(DFT),1,1,1,1,full_match
ONOGEE,CSD / NBO(DFT),1,1,1,1,full_match
ONOGEE,CSD / Hückel(DFT),1,1,1,1,full_match
ONOGEE,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOGUU,ILP / CSD,1,1,1,1,full_match
ONOGUU,ILP / NBO(DFT),1,1,1,1,full_match
ONOGUU,ILP / Hückel(DFT),1,1,1,1,full_match
ONOGUU,CSD / NBO(DFT),1,1,1,1,full_match
ONOGUU,CSD / Hückel(DFT),1,1,1,1,full_match
ONOGUU,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOHAB,ILP / CSD,1,1,1,1,full_match
ONOHAB,ILP / NBO(DFT),1,1,1,1,full_match
ONOHAB,ILP / Hückel(DFT),1,1,1,1,full_match
ONOHAB,CSD / NBO(DFT),1,1,1,1,full_match
ONOHAB,CSD / Hückel(DFT),1,1,1,1,full_match
ONOHAB,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOHUV,ILP / CSD,1,1,1,1,full_match
ONOHUV,ILP / NBO(DFT),0,,,,
ONOHUV,ILP / Hückel(DFT),1,1,1,1,full_match
ONOHUV,CSD / NBO(DFT),0,,,,
ONOHUV,CSD / Hückel(DFT),1,1,1,1,full_match
ONOHUV,NBO(DFT) / Hückel(DFT),0,,,,
ONOJAE,ILP / CSD,1,1,1,1,full_match
ONOJAE,ILP / NBO(DFT),1,1,1,1,full_match
ONOJAE,ILP / Hückel(DFT),1,1,1,1,full_match
ONOJAE,CSD / NBO(DFT),1,1,1,1,full_match
ONOJAE,CSD / Hückel(DFT),1,1,1,1,full_match
ONOJAE,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOJEH,ILP / CSD,1,1,1,1,full_match
ONOJEH,ILP / NBO(DFT),1,1,1,1,full_match
ONOJEH,ILP / Hückel(DFT),1,1,1,1,full_match
ONOJEH,CSD / NBO(DFT),1,1,1,1,full_match
ONOJEH,CSD / Hückel(DFT),1,1,1,1,full_match
ONOJEH,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOJEI,ILP / CSD,1,1,1,1,full_match
ONOJEI,ILP / NBO(DFT),1,1,1,1,full_match
ONOJEI,ILP / Hückel(DFT),1,1,1,1,full_match
ONOJEI,CSD / NBO(DFT),1,1,1,1,full_match
ONOJEI,CSD / Hückel(DFT),1,1,1,1,full_match
ONOJEI,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOLUZ,ILP / CSD,1,1,1,1,full_match
ONOLUZ,ILP / NBO(DFT),1,1,1,1,full_match
ONOLUZ,ILP / Hückel(DFT),1,1,1,1,full_match
ONOLUZ,CSD / NBO(DFT),1,1,1,1,full_match
ONOLUZ,CSD / Hückel(DFT),1,1,1,1,full_match
ONOLUZ,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOQOY,ILP / CSD,1,0,1,0,metal_only
ONOQOY,ILP / NBO(DFT),0,,,,
ONOQOY,ILP / Hückel(DFT),1,1,1,1,full_match
ONOQOY,CSD / NBO(DFT),0,,,,
ONOQOY,CSD / Hückel(DFT),1,0,1,0,metal_only
ONOQOY,NBO(DFT) / Hückel(DFT),0,,,,
ONOWEV,ILP / CSD,1,1,1,1,full_match
ONOWEV,ILP / NBO(DFT),1,1,1,1,full_match
ONOWEV,ILP / Hückel(DFT),1,1,1,1,full_match
ONOWEV,CSD / NBO(DFT),1,1,1,1,full_match
ONOWEV,CSD / Hückel(DFT),1,1,1,1,full_match
ONOWEV,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOXEW,ILP / CSD,1,1,1,1,full_match
ONOXEW,ILP / NBO(DFT),1,1,1,1,full_match
ONOXEW,ILP / Hückel(DFT),1,1,1,1,full_match
ONOXEW,CSD / NBO(DFT),1,1,1,1,full_match
ONOXEW,CSD / Hückel(DFT),1,1,1,1,full_match
ONOXEW,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOYAT,ILP / CSD,1,1,1,1,full_match
ONOYAT,ILP / NBO(DFT),1,1,1,1,full_match
ONOYAT,ILP / Hückel(DFT),1,1,1,1,full_match
ONOYAT,CSD / NBO(DFT),1,1,1,1,full_match
ONOYAT,CSD / Hückel(DFT),1,1,1,1,full_match
ONOYAT,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONOZAU,ILP / CSD,1,1,1,1,full_match
ONOZAU,ILP / NBO(DFT),0,,,,
ONOZAU,ILP / Hückel(DFT),1,0,1,0,metal_only
ONOZAU,CSD / NBO(DFT),0,,,,
ONOZAU,CSD / Hückel(DFT),1,0,1,0,metal_only
ONOZAU,NBO(DFT) / Hückel(DFT),0,,,,
ONOZEY,ILP / CSD,1,1,1,1,full_match
ONOZEY,ILP / NBO(DFT),0,,,,
ONOZEY,ILP / Hückel(DFT),1,1,1,1,full_match
ONOZEY,CSD / NBO(DFT),0,,,,
ONOZEY,CSD / Hückel(DFT),1,1,1,1,full_match
ONOZEY,NBO(DFT) / Hückel(DFT),0,,,,
ONOZOI,ILP / CSD,1,1,1,1,full_match
ONOZOI,ILP / NBO(DFT),0,,,,
ONOZOI,ILP / Hückel(DFT),1,0,1,0,metal_only
ONOZOI,CSD / NBO(DFT),0,,,,
ONOZOI,CSD / Hückel(DFT),1,0,1,0,metal_only
ONOZOI,NBO(DFT) / Hückel(DFT),0,,,,
ONUGIO,ILP / CSD,1,1,1,1,full_match
ONUGIO,ILP / NBO(DFT),1,1,1,1,full_match
ONUGIO,ILP / Hückel(DFT),1,1,1,1,full_match
ONUGIO,CSD / NBO(DFT),1,1,1,1,full_match
ONUGIO,CSD / Hückel(DFT),1,1,1,1,full_match
ONUGIO,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUHIP,ILP / CSD,1,0,1,0,metal_only
ONUHIP,ILP / NBO(DFT),1,0,1,0,metal_only
ONUHIP,ILP / Hückel(DFT),1,0,1,0,metal_only
ONUHIP,CSD / NBO(DFT),1,1,1,1,full_match
ONUHIP,CSD / Hückel(DFT),1,1,1,1,full_match
ONUHIP,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUHIQ,ILP / CSD,1,1,1,1,full_match
ONUHIQ,ILP / NBO(DFT),0,,,,
ONUHIQ,ILP / Hückel(DFT),1,1,1,1,full_match
ONUHIQ,CSD / NBO(DFT),0,,,,
ONUHIQ,CSD / Hückel(DFT),1,1,1,1,full_match
ONUHIQ,NBO(DFT) / Hückel(DFT),0,,,,
ONUJEO,ILP / CSD,1,1,1,1,full_match
ONUJEO,ILP / NBO(DFT),1,1,1,1,full_match
ONUJEO,ILP / Hückel(DFT),1,1,1,1,full_match
ONUJEO,CSD / NBO(DFT),1,1,1,1,full_match
ONUJEO,CSD / Hückel(DFT),1,1,1,1,full_match
ONUJEO,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUJIS,ILP / CSD,1,1,1,1,full_match
ONUJIS,ILP / NBO(DFT),1,1,1,1,full_match
ONUJIS,ILP / Hückel(DFT),1,1,1,1,full_match
ONUJIS,CSD / NBO(DFT),1,1,1,1,full_match
ONUJIS,CSD / Hückel(DFT),1,1,1,1,full_match
ONUJIS,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUMIU,ILP / CSD,1,1,1,1,full_match
ONUMIU,ILP / NBO(DFT),1,0,1,0,metal_only
ONUMIU,ILP / Hückel(DFT),1,1,1,1,full_match
ONUMIU,CSD / NBO(DFT),1,0,1,0,metal_only
ONUMIU,CSD / Hückel(DFT),1,1,1,1,full_match
ONUMIU,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
ONUMUG,ILP / CSD,1,1,1,1,full_match
ONUMUG,ILP / NBO(DFT),1,1,1,1,full_match
ONUMUG,ILP / Hückel(DFT),1,1,1,1,full_match
ONUMUG,CSD / NBO(DFT),1,1,1,1,full_match
ONUMUG,CSD / Hückel(DFT),1,1,1,1,full_match
ONUMUG,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUNAN,ILP / CSD,1,1,1,1,full_match
ONUNAN,ILP / NBO(DFT),1,1,1,1,full_match
ONUNAN,ILP / Hückel(DFT),1,1,1,1,full_match
ONUNAN,CSD / NBO(DFT),1,1,1,1,full_match
ONUNAN,CSD / Hückel(DFT),1,1,1,1,full_match
ONUNAN,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUNER,ILP / CSD,1,0,1,0,metal_only
ONUNER,ILP / NBO(DFT),1,1,1,1,full_match
ONUNER,ILP / Hückel(DFT),1,1,1,1,full_match
ONUNER,CSD / NBO(DFT),1,0,1,0,metal_only
ONUNER,CSD / Hückel(DFT),1,0,1,0,metal_only
ONUNER,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUNIV,ILP / CSD,1,1,1,1,full_match
ONUNIV,ILP / NBO(DFT),1,1,1,1,full_match
ONUNIV,ILP / Hückel(DFT),1,1,1,1,full_match
ONUNIV,CSD / NBO(DFT),1,1,1,1,full_match
ONUNIV,CSD / Hückel(DFT),1,1,1,1,full_match
ONUNIV,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUSEW,ILP / CSD,1,0,1,0,metal_only
ONUSEW,ILP / NBO(DFT),0,,,,
ONUSEW,ILP / Hückel(DFT),1,1,1,1,full_match
ONUSEW,CSD / NBO(DFT),0,,,,
ONUSEW,CSD / Hückel(DFT),1,0,1,0,metal_only
ONUSEW,NBO(DFT) / Hückel(DFT),0,,,,
ONUXAY,ILP / CSD,1,0,0,1,ligand_only_or_same-element-metal_ambiguity
ONUXAY,ILP / NBO(DFT),1,1,1,1,full_match
ONUXAY,ILP / Hückel(DFT),1,1,1,1,full_match
ONUXAY,CSD / NBO(DFT),1,0,0,1,ligand_only_or_same-element-metal_ambiguity
ONUXAY,CSD / Hückel(DFT),1,0,0,1,ligand_only_or_same-element-metal_ambiguity
ONUXAY,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
ONUZON,ILP / CSD,1,1,1,1,full_match
ONUZON,ILP / NBO(DFT),1,1,1,1,full_match
ONUZON,ILP / Hückel(DFT),1,1,1,1,full_match
ONUZON,CSD / NBO(DFT),1,1,1,1,full_match
ONUZON,CSD / Hückel(DFT),1,1,1,1,full_match
ONUZON,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPABIR,ILP / CSD,1,1,1,1,full_match
OPABIR,ILP / NBO(DFT),1,1,1,1,full_match
OPABIR,ILP / Hückel(DFT),1,1,1,1,full_match
OPABIR,CSD / NBO(DFT),1,1,1,1,full_match
OPABIR,CSD / Hückel(DFT),1,1,1,1,full_match
OPABIR,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPABOX,ILP / CSD,1,1,1,1,full_match
OPABOX,ILP / NBO(DFT),1,1,1,1,full_match
OPABOX,ILP / Hückel(DFT),1,1,1,1,full_match
OPABOX,CSD / NBO(DFT),1,1,1,1,full_match
OPABOX,CSD / Hückel(DFT),1,1,1,1,full_match
OPABOX,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPACOY,ILP / CSD,1,1,1,1,full_match
OPACOY,ILP / NBO(DFT),1,1,1,1,full_match
OPACOY,ILP / Hückel(DFT),1,1,1,1,full_match
OPACOY,CSD / NBO(DFT),1,1,1,1,full_match
OPACOY,CSD / Hückel(DFT),1,1,1,1,full_match
OPACOY,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPADAL,ILP / CSD,1,1,1,1,full_match
OPADAL,ILP / NBO(DFT),1,1,1,1,full_match
OPADAL,ILP / Hückel(DFT),1,1,1,1,full_match
OPADAL,CSD / NBO(DFT),1,1,1,1,full_match
OPADAL,CSD / Hückel(DFT),1,1,1,1,full_match
OPADAL,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPADEP,ILP / CSD,1,1,1,1,full_match
OPADEP,ILP / NBO(DFT),1,1,1,1,full_match
OPADEP,ILP / Hückel(DFT),1,1,1,1,full_match
OPADEP,CSD / NBO(DFT),1,1,1,1,full_match
OPADEP,CSD / Hückel(DFT),1,1,1,1,full_match
OPADEP,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPADIT,ILP / CSD,1,1,1,1,full_match
OPADIT,ILP / NBO(DFT),1,1,1,1,full_match
OPADIT,ILP / Hückel(DFT),1,1,1,1,full_match
OPADIT,CSD / NBO(DFT),1,1,1,1,full_match
OPADIT,CSD / Hückel(DFT),1,1,1,1,full_match
OPADIT,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPADOZ,ILP / CSD,1,1,1,1,full_match
OPADOZ,ILP / NBO(DFT),0,,,,
OPADOZ,ILP / Hückel(DFT),1,1,1,1,full_match
OPADOZ,CSD / NBO(DFT),0,,,,
OPADOZ,CSD / Hückel(DFT),1,1,1,1,full_match
OPADOZ,NBO(DFT) / Hückel(DFT),0,,,,
OPADUF,ILP / CSD,1,1,1,1,full_match
OPADUF,ILP / NBO(DFT),0,,,,
OPADUF,ILP / Hückel(DFT),1,1,1,1,full_match
OPADUF,CSD / NBO(DFT),0,,,,
OPADUF,CSD / Hückel(DFT),1,1,1,1,full_match
OPADUF,NBO(DFT) / Hückel(DFT),0,,,,
OPAFAN,ILP / CSD,1,1,1,1,full_match
OPAFAN,ILP / NBO(DFT),1,1,1,1,full_match
OPAFAN,ILP / Hückel(DFT),1,1,1,1,full_match
OPAFAN,CSD / NBO(DFT),1,1,1,1,full_match
OPAFAN,CSD / Hückel(DFT),1,1,1,1,full_match
OPAFAN,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPAFUH,ILP / CSD,1,0,1,1,metal_only
OPAFUH,ILP / NBO(DFT),1,1,1,1,full_match
OPAFUH,ILP / Hückel(DFT),1,0,1,0,metal_only
OPAFUH,CSD / NBO(DFT),1,0,1,1,metal_only
OPAFUH,CSD / Hückel(DFT),1,0,1,0,metal_only
OPAFUH,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
OPAGES,ILP / CSD,1,0,1,1,metal_only
OPAGES,ILP / NBO(DFT),1,1,1,1,full_match
OPAGES,ILP / Hückel(DFT),1,1,1,1,full_match
OPAGES,CSD / NBO(DFT),1,0,1,1,metal_only
OPAGES,CSD / Hückel(DFT),1,0,1,1,metal_only
OPAGES,NBO(DFT) / Hückel(DFT),1,1,1,1,full_match
OPAGIW,ILP / CSD,1,0,1,1,metal_only
OPAGIW,ILP / NBO(DFT),1,1,1,1,full_match
OPAGIW,ILP / Hückel(DFT),1,0,1,0,metal_only
OPAGIW,CSD / NBO(DFT),1,0,1,1,metal_only
OPAGIW,CSD / Hückel(DFT),1,0,1,0,metal_only
OPAGIW,NBO(DFT) / Hückel(DFT),1,0,1,0,metal_only
OPAKAT,ILP / CSD,1,1,1,1,full_match
OPAKAT,ILP / NBO(DFT),0,,,,
OPAKAT,ILP / Hückel(DFT),1,1,1,1,full_match
OPAKAT,CSD / NBO(DFT),0,,,,
OPAKAT,CSD / Hückel(DFT),1,1,1,1,full_match
OPAKAT,NBO(DFT) / Hückel(DFT),0,,,,
OPALEY,ILP / CSD,1,1,1,1,full_match
