IDs,in_graph_consensus,treatment,status,both_parsed,ligand_canonical,ligand_equiv,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,neighbors_ilp,neighbors_reference
ABAFOZ,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABAFOZ,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABAFOZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABAFOZ,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABAFUF,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAFUF,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAFUF,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAFUF,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAGAM,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAGAM,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAGAM,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAGAM,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABAJAP,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJAP,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJAP,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJAP,1,full,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJET,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJET,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJET,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJET,1,full,ok,1,1,1,1,1,1,2,2,N N N N S,N N N N S
ABAJIZ,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJIZ,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJIZ,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJIZ,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJOF,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJOF,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJOF,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAJOF,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKAS,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKAS,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKAS,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKAS,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKIA,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKIA,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKIA,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKIA,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKOG,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKOG,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKOG,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABAKOG,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
ABANUN,1,baseline,ok,1,1,1,1,1,1,3,3,I I I P,I I I P
ABANUN,1,ml_only,ok,1,1,1,1,1,1,3,3,I I I P,I I I P
ABANUN,1,ligand_only,ok,1,1,1,1,1,1,3,3,I I I P,I I I P
ABANUN,1,full,ok,1,1,1,1,1,1,3,3,I I I P,I I I P
ABAPAV,1,baseline,ok,1,1,1,1,1,1,1,1,I P,I P
ABAPAV,1,ml_only,ok,1,1,1,1,1,1,1,1,I P,I P
ABAPAV,1,ligand_only,ok,1,1,1,1,1,1,1,1,I P,I P
ABAPAV,1,full,ok,1,1,1,1,1,1,1,1,I P,I P
ABASEC,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N,N N N N
ABASEC,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N,N N N N
ABASEC,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N,N N N N
ABASEC,1,full,ok,1,1,1,1,1,1,2,2,N N N N,N N N N
ABATED,1,baseline,ok,1,1,1,1,1,1,1,1,C C C C C C N N,C C C C C C N N
ABATED,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C C C C N N,C C C C C C N N
ABATED,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C C C C N N,C C C C C C N N
ABATED,1,full,ok,1,1,1,1,1,1,1,1,C C C C C C N N,C C C C C C N N
ABAVAA,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Si,Cl Si
ABAVAA,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Si,Cl Si
ABAVAA,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Si,Cl Si
ABAVAA,1,full,ok,1,1,1,1,1,1,2,2,Cl Si,Cl Si
ABAXIK,1,baseline,ok,1,1,1,1,1,1,2,2,C C I N N N,C C I N N N
ABAXIK,1,ml_only,ok,1,1,1,1,1,1,2,2,C C I N N N,C C I N N N
ABAXIK,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C I N N N,C C I N N N
ABAXIK,1,full,ok,1,1,1,1,1,1,2,2,C C I N N N,C C I N N N
ABAZIO,1,baseline,ok,1,1,1,1,1,1,2,2,C N O P,C N O P
ABAZIO,1,ml_only,ok,1,1,1,1,1,1,2,2,C N O P,C N O P
ABAZIO,1,ligand_only,ok,1,1,1,1,1,1,2,2,C N O P,C N O P
ABAZIO,1,full,ok,1,1,1,1,1,1,2,2,C N O P,C N O P
ABEFUI,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl N N O O,Cl Cl N N O O
ABEFUI,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl N N O O,Cl Cl N N O O
ABEFUI,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl N N O O,Cl Cl N N O O
ABEFUI,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl N N O O,Cl Cl N N O O
ABEGOG,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
ABEGOG,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
ABEGOG,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
ABEGOG,1,full,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
ABEPAA,1,baseline,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPAA,1,ml_only,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPAA,1,ligand_only,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPAA,1,full,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPEE,1,baseline,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPEE,1,ml_only,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPEE,1,ligand_only,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEPEE,1,full,ok,1,0,1,1,1,1,2,2,C Cl P P,C Cl P P
ABEWOT,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWOT,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWOT,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWOT,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWUZ,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWUZ,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWUZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEWUZ,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl P P,C C C C C C Cl P P
ABEXAG,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
ABEXAG,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
ABEXAG,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
ABEXAG,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
ABEYUD,1,baseline,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEYUD,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEYUD,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEYUD,1,full,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZAJ,1,baseline,ok,1,1,1,1,1,1,4,4,Cl N N N N,Cl N N N N
ABEZAJ,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl N N N N,Cl N N N N
ABEZAJ,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl N N N N,Cl N N N N
ABEZAJ,1,full,ok,1,1,1,1,1,1,4,4,Cl N N N N,Cl N N N N
ABEZEO,1,baseline,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZEO,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZEO,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZEO,1,full,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZIS,1,baseline,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZIS,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZIS,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABEZIS,1,full,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
ABICIY,1,baseline,ok,1,0,1,1,1,1,1,1,C C C C C N,C C C C C N
ABICIY,1,ml_only,ok,1,0,1,1,1,1,1,1,C C C C C N,C C C C C N
ABICIY,1,ligand_only,ok,1,0,1,1,1,1,1,1,C C C C C N,C C C C C N
ABICIY,1,full,ok,1,0,1,1,1,1,1,1,C C C C C N,C C C C C N
ABICUK,1,baseline,ok,1,0,1,1,1,1,1,1,Br C C N,Br C C N
ABICUK,1,ml_only,ok,1,0,1,1,1,1,1,1,Br C C N,Br C C N
ABICUK,1,ligand_only,ok,1,0,1,1,1,1,1,1,Br C C N,Br C C N
ABICUK,1,full,ok,1,0,1,1,1,1,1,1,Br C C N,Br C C N
ABIDIB,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIDIB,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIDIB,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIDIB,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIFEZ,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIFEZ,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIFEZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIFEZ,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABIKAY,1,baseline,ok,1,1,1,1,1,1,0,0,C C C C C N,C C C C C N
ABIKAY,1,ml_only,ok,1,1,1,1,1,1,0,0,C C C C C N,C C C C C N
ABIKAY,1,ligand_only,ok,1,1,1,1,1,1,0,0,C C C C C N,C C C C C N
ABIKAY,1,full,ok,1,1,1,1,1,1,0,0,C C C C C N,C C C C C N
ABIPAE,1,baseline,ok,1,1,1,1,1,1,0,0,C C C N N N,C C C N N N
ABIPAE,1,ml_only,ok,1,1,1,1,1,1,0,0,C C C N N N,C C C N N N
ABIPAE,1,ligand_only,ok,1,1,1,1,1,1,0,0,C C C N N N,C C C N N N
ABIPAE,1,full,ok,1,1,1,1,1,1,0,0,C C C N N N,C C C N N N
ABIQIN,1,baseline,ok,1,0,1,1,1,1,5,5,C N N O O O,C N N O O O
ABIQIN,1,ml_only,ok,1,0,1,1,1,1,5,5,C N N O O O,C N N O O O
ABIQIN,1,ligand_only,ok,1,0,1,1,1,1,5,5,C N N O O O,C N N O O O
ABIQIN,1,full,ok,1,0,1,1,1,1,5,5,C N N O O O,C N N O O O
ABIQOR,1,baseline,ok,1,1,1,0,1,0,4,4,Cl Cl N N N,Cl Cl N N N N
ABIQOR,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl N N N N,Cl Cl N N N N
ABIQOR,1,ligand_only,ok,1,1,1,0,1,0,4,4,Cl Cl N N N,Cl Cl N N N N
ABIQOR,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl N N N N,Cl Cl N N N N
ABIQUX,1,baseline,ok,1,1,1,0,1,0,4,4,C C N N N,C C N N N N
ABIQUX,1,ml_only,ok,1,1,1,1,1,1,4,4,C C N N N N,C C N N N N
ABIQUX,1,ligand_only,ok,1,1,1,0,1,0,4,4,C C N N N,C C N N N N
ABIQUX,1,full,ok,1,1,1,1,1,1,4,4,C C N N N N,C C N N N N
ABISIO,1,baseline,ok,1,0,1,1,1,1,1,1,C C,C C
ABISIO,1,ml_only,ok,1,0,1,1,1,1,1,1,C C,C C
ABISIO,1,ligand_only,ok,1,0,1,1,1,1,1,1,C C,C C
ABISIO,1,full,ok,1,0,1,1,1,1,1,1,C C,C C
ABITEM,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABITEM,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABITEM,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABITEM,1,full,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABITEN,1,baseline,ok,1,1,1,1,1,1,1,1,C C C C C C C C C,C C C C C C C C C
ABITEN,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C C C C C C C,C C C C C C C C C
ABITEN,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C C C C C C C,C C C C C C C C C
ABITEN,1,full,ok,1,1,1,1,1,1,1,1,C C C C C C C C C,C C C C C C C C C
ABIVAK,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABIVAK,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABIVAK,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABIVAK,1,full,ok,1,1,1,1,1,1,2,2,N N N N N N,N N N N N N
ABIWUD,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUD,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUD,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUD,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUE,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUE,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUE,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIWUE,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABIZIW,1,baseline,ok,1,1,1,1,1,1,2,2,I I N N N,I I N N N
ABIZIW,1,ml_only,ok,1,1,1,1,1,1,2,2,I I N N N,I I N N N
ABIZIW,1,ligand_only,ok,1,1,1,1,1,1,2,2,I I N N N,I I N N N
ABIZIW,1,full,ok,1,1,1,1,1,1,2,2,I I N N N,I I N N N
ABOFAA,1,baseline,ok,1,1,1,1,1,1,1,1,P P P Se,P P P Se
ABOFAA,1,ml_only,ok,1,1,1,1,1,1,1,1,P P P Se,P P P Se
ABOFAA,1,ligand_only,ok,1,1,1,1,1,1,1,1,P P P Se,P P P Se
ABOFAA,1,full,ok,1,1,1,1,1,1,1,1,P P P Se,P P P Se
ABOFAZ,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOFAZ,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOFAZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOFAZ,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOJOT,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C I I,C C C C I I
ABOJOT,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C I I,C C C C I I
ABOJOT,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C I I,C C C C I I
ABOJOT,1,full,ok,1,1,1,1,1,1,2,2,C C C C I I,C C C C I I
ABOQUE,1,baseline,ok,1,1,1,1,1,1,2,2,C Cl N N,C Cl N N
ABOQUE,1,ml_only,ok,1,1,1,1,1,1,2,2,C Cl N N,C Cl N N
ABOQUE,1,ligand_only,ok,1,1,1,1,1,1,2,2,C Cl N N,C Cl N N
ABOQUE,1,full,ok,1,1,1,1,1,1,2,2,C Cl N N,C Cl N N
ABOXOG,1,baseline,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOXOG,1,ml_only,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOXOG,1,ligand_only,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOXOG,1,full,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOYAT,1,baseline,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOYAT,1,ml_only,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOYAT,1,ligand_only,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOYAT,1,full,ok,1,0,1,1,1,1,1,1,C C C C N N,C C C C N N
ABOZOH,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOZOH,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOZOH,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABOZOH,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUFAE,1,baseline,ok,1,1,1,1,1,1,5,5,N O O O P S,N O O O P S
ABUFAE,1,ml_only,ok,1,1,1,1,1,1,5,5,N O O O P S,N O O O P S
ABUFAE,1,ligand_only,ok,1,1,1,1,1,1,5,5,N O O O P S,N O O O P S
ABUFAE,1,full,ok,1,1,1,1,1,1,5,5,N O O O P S,N O O O P S
ABUFIM,1,baseline,ok,1,1,1,1,1,1,1,1,Br C C C O P,Br C C C O P
ABUFIM,1,ml_only,ok,1,1,1,1,1,1,1,1,Br C C C O P,Br C C C O P
ABUFIM,1,ligand_only,ok,1,1,1,1,1,1,1,1,Br C C C O P,Br C C C O P
ABUFIM,1,full,ok,1,1,1,1,1,1,1,1,Br C C C O P,Br C C C O P
ABUFOS,1,baseline,ok,1,1,1,1,1,1,1,1,C C C Cl N P,C C C Cl N P
ABUFOS,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C Cl N P,C C C Cl N P
ABUFOS,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C Cl N P,C C C Cl N P
ABUFOS,1,full,ok,1,1,1,1,1,1,1,1,C C C Cl N P,C C C Cl N P
ABUFUY,1,baseline,ok,1,1,1,1,1,1,1,1,Br C C C N P,Br C C C N P
ABUFUY,1,ml_only,ok,1,1,1,1,1,1,1,1,Br C C C N P,Br C C C N P
ABUFUY,1,ligand_only,ok,1,1,1,1,1,1,1,1,Br C C C N P,Br C C C N P
ABUFUY,1,full,ok,1,1,1,1,1,1,1,1,Br C C C N P,Br C C C N P
ABUPIX,1,baseline,ok,1,1,1,1,1,1,4,4,O O O O,O O O O
ABUPIX,1,ml_only,ok,1,1,1,1,1,1,4,4,O O O O,O O O O
ABUPIX,1,ligand_only,ok,1,1,1,1,1,1,4,4,O O O O,O O O O
ABUPIX,1,full,ok,1,1,1,1,1,1,4,4,O O O O,O O O O
ABUSAU,1,baseline,ok,1,1,1,1,1,1,2,2,Br Br N N N,Br Br N N N
ABUSAU,1,ml_only,ok,1,1,1,1,1,1,2,2,Br Br N N N,Br Br N N N
ABUSAU,1,ligand_only,ok,1,1,1,1,1,1,2,2,Br Br N N N,Br Br N N N
ABUSAU,1,full,ok,1,1,1,1,1,1,2,2,Br Br N N N,Br Br N N N
ABUSEW,1,baseline,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
ABUSEW,1,ml_only,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
ABUSEW,1,ligand_only,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
ABUSEW,1,full,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
ABUVUP,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABUVUP,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABUVUP,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABUVUP,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
ABUWEZ,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
ABUWEZ,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
ABUWEZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
ABUWEZ,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
ABUXIF,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUXIF,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUXIF,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUXIF,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUYAX,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUYAX,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUYAX,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ABUYAX,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
ACACEM,1,baseline,ok,1,1,1,1,1,1,3,3,C C C C C C O P,C C C C C C O P
ACACEM,1,ml_only,ok,1,1,1,1,1,1,3,3,C C C C C C O P,C C C C C C O P
ACACEM,1,ligand_only,ok,1,1,1,1,1,1,3,3,C C C C C C O P,C C C C C C O P
ACACEM,1,full,ok,1,1,1,1,1,1,3,3,C C C C C C O P,C C C C C C O P
ACAPUQ,1,baseline,ok,1,1,1,1,1,1,2,2,Cl N N N N O,Cl N N N N O
ACAPUQ,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl N N N N O,Cl N N N N O
ACAPUQ,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl N N N N O,Cl N N N N O
ACAPUQ,1,full,ok,1,1,1,1,1,1,2,2,Cl N N N N O,Cl N N N N O
ACAQIE,1,baseline,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
ACAQIE,1,ml_only,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
ACAQIE,1,ligand_only,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
ACAQIE,1,full,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
ACARAZ,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARAZ,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARAZ,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARAZ,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARED,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARED,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARED,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARED,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACAREE,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
ACAREE,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
ACAREE,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
ACAREE,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
ACARUT,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARUT,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARUT,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACARUT,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACASII,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACASII,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACASII,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACASII,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACATUT,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACATUT,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACATUT,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACATUT,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl Cl Cl N N,Cl Cl Cl Cl N N
ACAWIK,1,baseline,ok,1,1,1,1,1,1,4,4,Cl Cl F F O O,Cl Cl F F O O
ACAWIK,1,ml_only,ok,1,1,1,1,1,1,4,4,Cl Cl F F O O,Cl Cl F F O O
ACAWIK,1,ligand_only,ok,1,1,1,1,1,1,4,4,Cl Cl F F O O,Cl Cl F F O O
ACAWIK,1,full,ok,1,1,1,1,1,1,4,4,Cl Cl F F O O,Cl Cl F F O O
ACAWOR,1,baseline,ok,1,0,1,1,1,1,2,2,Br Br C C,Br Br C C
ACAWOR,1,ml_only,ok,1,0,1,1,1,1,2,2,Br Br C C,Br Br C C
