IDs,in_graph_consensus,treatment,status,both_parsed,ligand_canonical,ligand_equiv,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,neighbors_ilp,neighbors_reference
BENQOC,1,full,ok,1,0,0,1,1,1,0,0,C C C C C P,C C C C C P
BENQUI,1,baseline,ok,1,1,1,1,1,1,0,0,C C C C C P,C C C C C P
BENQUI,1,ml_only,ok,1,1,1,1,1,1,0,0,C C C C C P,C C C C C P
BENQUI,1,ligand_only,ok,1,1,1,1,1,1,0,0,C C C C C P,C C C C C P
BENQUI,1,full,ok,1,1,1,1,1,1,0,0,C C C C C P,C C C C C P
BENTAR,1,baseline,ok,1,1,1,1,1,1,3,3,C C C C C C Cl P,C C C C C C Cl P
BENTAR,1,ml_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl P,C C C C C C Cl P
BENTAR,1,ligand_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl P,C C C C C C Cl P
BENTAR,1,full,ok,1,1,1,1,1,1,3,3,C C C C C C Cl P,C C C C C C Cl P
BENYAV,1,baseline,ok,1,1,1,1,1,1,0,0,C C C C N,C C C C N
BENYAV,1,ml_only,ok,1,1,1,1,1,1,0,0,C C C C N,C C C C N
BENYAV,1,ligand_only,ok,1,1,1,1,1,1,0,0,C C C C N,C C C C N
BENYAV,1,full,ok,1,1,1,1,1,1,0,0,C C C C N,C C C C N
BEPCAC,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEPCAC,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEPCAC,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEPCAC,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEPCII,1,baseline,ok,1,1,1,1,1,1,2,2,P P P P,P P P P
BEPCII,1,ml_only,ok,1,1,1,1,1,1,2,2,P P P P,P P P P
BEPCII,1,ligand_only,ok,1,1,1,1,1,1,2,2,P P P P,P P P P
BEPCII,1,full,ok,1,1,1,1,1,1,2,2,P P P P,P P P P
BEPFUX,1,baseline,ok,1,1,1,1,1,1,2,2,C C N N,C C N N
BEPFUX,1,ml_only,ok,1,1,1,1,1,1,2,2,C C N N,C C N N
BEPFUX,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C N N,C C N N
BEPFUX,1,full,ok,1,1,1,1,1,1,2,2,C C N N,C C N N
BEPGAG,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C C P,C C C C C C C P
BEPGAG,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C C P,C C C C C C C P
BEPGAG,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C C P,C C C C C C C P
BEPGAG,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C C P,C C C C C C C P
BEPGOV,1,baseline,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGOV,1,ml_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGOV,1,ligand_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGOV,1,full,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGUB,1,baseline,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGUB,1,ml_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGUB,1,ligand_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPGUB,1,full,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPHAI,1,baseline,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPHAI,1,ml_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPHAI,1,ligand_only,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPHAI,1,full,ok,1,1,1,1,1,1,2,2,C O P P,C O P P
BEPJOY,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
BEPJOY,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
BEPJOY,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
BEPJOY,1,full,ok,1,1,1,1,1,1,2,2,N N O O O,N N O O O
BEPLUE,1,baseline,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPLUE,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPLUE,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPLUE,1,full,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPMAL,1,baseline,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPMAL,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPMAL,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPMAL,1,full,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEPMEP,1,baseline,ok,1,1,1,1,1,1,2,2,Cl N N O,Cl N N O
BEPMEP,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl N N O,Cl N N O
BEPMEP,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl N N O,Cl N N O
BEPMEP,1,full,ok,1,1,1,1,1,1,2,2,Cl N N O,Cl N N O
BEPMIT,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEPMIT,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEPMIT,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEPMIT,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEPNOZ,1,baseline,ok,1,1,1,1,1,1,2,2,N O P S,N O P S
BEPNOZ,1,ml_only,ok,1,1,1,1,1,1,2,2,N O P S,N O P S
BEPNOZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,N O P S,N O P S
BEPNOZ,1,full,ok,1,1,1,1,1,1,2,2,N O P S,N O P S
BEPQAO,1,baseline,ok,1,1,1,1,1,1,2,2,S S,S S
BEPQAO,1,ml_only,ok,1,1,1,1,1,1,2,2,S S,S S
BEPQAO,1,ligand_only,ok,1,1,1,1,1,1,2,2,S S,S S
BEPQAO,1,full,ok,1,1,1,1,1,1,2,2,S S,S S
BEPSOH,1,baseline,ok,1,0,1,1,1,1,2,2,C C C C C C I N,C C C C C C I N
BEPSOH,1,ml_only,ok,1,0,1,1,1,1,2,2,C C C C C C I N,C C C C C C I N
BEPSOH,1,ligand_only,ok,1,0,1,1,1,1,2,2,C C C C C C I N,C C C C C C I N
BEPSOH,1,full,ok,1,0,1,1,1,1,2,2,C C C C C C I N,C C C C C C I N
BEPSUL,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPSUL,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPSUL,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPSUL,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPTAS,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPTAS,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPTAS,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEPTAS,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEQBAA,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEQBAA,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEQBAA,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEQBAA,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl P P,Cl Cl P P
BEQDUY,1,baseline,ok,1,0,1,1,1,1,1,1,C C,C C
BEQDUY,1,ml_only,ok,1,0,1,1,1,1,1,1,C C,C C
BEQDUY,1,ligand_only,ok,1,0,1,1,1,1,1,1,C C,C C
BEQDUY,1,full,ok,1,0,1,1,1,1,1,1,C C,C C
BEQFIO,1,baseline,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQFIO,1,ml_only,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQFIO,1,ligand_only,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQFIO,1,full,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQLAK,1,baseline,ok,1,1,1,1,1,1,1,1,Br N N P,Br N N P
BEQLAK,1,ml_only,ok,1,1,1,1,1,1,1,1,Br N N P,Br N N P
BEQLAK,1,ligand_only,ok,1,1,1,1,1,1,1,1,Br N N P,Br N N P
BEQLAK,1,full,ok,1,1,1,1,1,1,1,1,Br N N P,Br N N P
BEQMIT,1,baseline,ok,1,1,1,1,1,1,2,2,O O S S,O O S S
BEQMIT,1,ml_only,ok,1,1,1,1,1,1,2,2,O O S S,O O S S
BEQMIT,1,ligand_only,ok,1,1,1,1,1,1,2,2,O O S S,O O S S
BEQMIT,1,full,ok,1,1,1,1,1,1,2,2,O O S S,O O S S
BEQQEV,1,baseline,ok,1,1,1,1,1,1,2,2,N N N N N O,N N N N N O
BEQQEV,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N N N O,N N N N N O
BEQQEV,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N N N O,N N N N N O
BEQQEV,1,full,ok,1,1,1,1,1,1,2,2,N N N N N O,N N N N N O
BEQQUL,1,baseline,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQQUL,1,ml_only,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQQUL,1,ligand_only,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQQUL,1,full,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQRAS,1,baseline,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQRAS,1,ml_only,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQRAS,1,ligand_only,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQRAS,1,full,ok,1,1,1,1,1,1,3,3,Cl Cl N N,Cl Cl N N
BEQSEV,1,baseline,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
BEQSEV,1,ml_only,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
BEQSEV,1,ligand_only,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
BEQSEV,1,full,ok,1,1,1,1,1,1,2,2,C I P P,C I P P
BEQSEW,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEQSEW,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEQSEW,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEQSEW,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BEQSEY,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEQSEY,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEQSEY,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEQSEY,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEQSIZ,1,baseline,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEQSIZ,1,ml_only,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEQSIZ,1,ligand_only,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEQSIZ,1,full,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEQTAU,1,baseline,ok,1,1,1,1,1,1,1,1,N N N N,N N N N
BEQTAU,1,ml_only,ok,1,1,1,1,1,1,1,1,N N N N,N N N N
BEQTAU,1,ligand_only,ok,1,1,1,1,1,1,1,1,N N N N,N N N N
BEQTAU,1,full,ok,1,1,1,1,1,1,1,1,N N N N,N N N N
BEQZUT,1,baseline,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQZUT,1,ml_only,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQZUT,1,ligand_only,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BEQZUT,1,full,ok,1,1,1,1,1,1,2,2,C Cl P P,C Cl P P
BERBAD,1,baseline,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BERBAD,1,ml_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BERBAD,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BERBAD,1,full,ok,1,1,1,1,1,1,2,2,N N O O,N N O O
BERBEH,1,baseline,ok,1,1,1,0,1,0,2,2,C N O,C N N O
BERBEH,1,ml_only,ok,1,1,1,1,1,1,2,2,C N N O,C N N O
BERBEH,1,ligand_only,ok,1,1,1,0,1,0,2,2,C N O,C N N O
BERBEH,1,full,ok,1,1,1,1,1,1,2,2,C N N O,C N N O
BERDAE,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDAE,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDAE,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDAE,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDEH,1,baseline,ok,1,1,1,1,1,1,2,2,Br Br C C P P,Br Br C C P P
BERDEH,1,ml_only,ok,1,1,1,1,1,1,2,2,Br Br C C P P,Br Br C C P P
BERDEH,1,ligand_only,ok,1,1,1,1,1,1,2,2,Br Br C C P P,Br Br C C P P
BERDEH,1,full,ok,1,1,1,1,1,1,2,2,Br Br C C P P,Br Br C C P P
BERDEI,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDEI,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDEI,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERDEI,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BERHEO,1,baseline,ok,1,1,1,1,1,1,3,3,C Cl Cl N N O O,C Cl Cl N N O O
BERHEO,1,ml_only,ok,1,1,1,1,1,1,3,3,C Cl Cl N N O O,C Cl Cl N N O O
BERHEO,1,ligand_only,ok,1,1,1,1,1,1,3,3,C Cl Cl N N O O,C Cl Cl N N O O
BERHEO,1,full,ok,1,1,1,1,1,1,3,3,C Cl Cl N N O O,C Cl Cl N N O O
BERHOX,1,baseline,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BERHOX,1,ml_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BERHOX,1,ligand_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BERHOX,1,full,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BERQAR,1,baseline,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BERQAR,1,ml_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BERQAR,1,ligand_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BERQAR,1,full,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BERQEX,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C C N S,C C C C C C C N S
BERQEX,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C C N S,C C C C C C C N S
BERQEX,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C C N S,C C C C C C C N S
BERQEX,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C C N S,C C C C C C C N S
BERTAU,1,baseline,ok,1,1,1,1,1,1,2,2,C C I I N N,C C I I N N
BERTAU,1,ml_only,ok,1,1,1,1,1,1,2,2,C C I I N N,C C I I N N
BERTAU,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C I I N N,C C I I N N
BERTAU,1,full,ok,1,1,1,1,1,1,2,2,C C I I N N,C C I I N N
BERTOI,1,baseline,ok,1,1,1,1,1,1,2,2,I I N N,I I N N
BERTOI,1,ml_only,ok,1,1,1,1,1,1,2,2,I I N N,I I N N
BERTOI,1,ligand_only,ok,1,1,1,1,1,1,2,2,I I N N,I I N N
BERTOI,1,full,ok,1,1,1,1,1,1,2,2,I I N N,I I N N
BERWAZ,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C N N,C C C C C C N N
BERWAZ,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C N N,C C C C C C N N
BERWAZ,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C N N,C C C C C C N N
BERWAZ,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C N N,C C C C C C N N
BERXAA,1,baseline,ok,1,0,1,1,1,1,2,2,C C C C C C C N,C C C C C C C N
BERXAA,1,ml_only,ok,1,0,1,1,1,1,2,2,C C C C C C C N,C C C C C C C N
BERXAA,1,ligand_only,ok,1,0,1,1,1,1,2,2,C C C C C C C N,C C C C C C C N
BERXAA,1,full,ok,1,0,1,1,1,1,2,2,C C C C C C C N,C C C C C C C N
BESDOT,1,baseline,ok,1,1,1,1,1,1,1,1,Cl N P P,Cl N P P
BESDOT,1,ml_only,ok,1,1,1,1,1,1,1,1,Cl N P P,Cl N P P
BESDOT,1,ligand_only,ok,1,1,1,1,1,1,1,1,Cl N P P,Cl N P P
BESDOT,1,full,ok,1,1,1,1,1,1,1,1,Cl N P P,Cl N P P
BESHAL,1,baseline,ok,1,0,1,1,1,1,2,2,C C O O,C C O O
BESHAL,1,ml_only,ok,1,0,1,1,1,1,2,2,C C O O,C C O O
BESHAL,1,ligand_only,ok,1,0,1,1,1,1,2,2,C C O O,C C O O
BESHAL,1,full,ok,1,0,1,1,1,1,2,2,C C O O,C C O O
BESJEO,1,baseline,ok,1,1,1,0,1,0,6,6,N O O S S,N N O O S S
BESJEO,1,ml_only,ok,1,1,1,1,1,1,6,6,N N O O S S,N N O O S S
BESJEO,1,ligand_only,ok,1,1,1,0,1,0,6,6,N O O S S,N N O O S S
BESJEO,1,full,ok,1,1,1,1,1,1,6,6,N N O O S S,N N O O S S
BESJIS,1,baseline,ok,1,1,1,0,1,0,6,6,O O S S,N N O O S S
BESJIS,1,ml_only,ok,1,1,1,1,1,1,6,6,N N O O S S,N N O O S S
BESJIS,1,ligand_only,ok,1,1,1,0,1,0,6,6,O O S S,N N O O S S
BESJIS,1,full,ok,1,1,1,1,1,1,6,6,N N O O S S,N N O O S S
BESKES,1,baseline,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BESKES,1,ml_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BESKES,1,ligand_only,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BESKES,1,full,ok,1,1,1,1,1,1,3,3,C C C C C C Cl N,C C C C C C Cl N
BESWUU,1,baseline,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESWUU,1,ml_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESWUU,1,ligand_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESWUU,1,full,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESXAB,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BESXAB,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BESXAB,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BESXAB,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BESXOP,1,baseline,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESXOP,1,ml_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESXOP,1,ligand_only,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESXOP,1,full,ok,1,1,1,1,1,1,2,2,Br Br N N,Br Br N N
BESYEG,1,baseline,ok,1,0,1,1,1,1,2,2,C C Cl N,C C Cl N
BESYEG,1,ml_only,ok,1,0,1,1,1,1,2,2,C C Cl N,C C Cl N
BESYEG,1,ligand_only,ok,1,0,1,1,1,1,2,2,C C Cl N,C C Cl N
BESYEG,1,full,ok,1,0,1,1,1,1,2,2,C C Cl N,C C Cl N
BESYOQ,1,baseline,ok,1,0,1,1,1,1,1,1,C Cl,C Cl
BESYOQ,1,ml_only,ok,1,0,1,1,1,1,1,1,C Cl,C Cl
BESYOQ,1,ligand_only,ok,1,0,1,1,1,1,1,1,C Cl,C Cl
BESYOQ,1,full,ok,1,0,1,1,1,1,1,1,C Cl,C Cl
BETCIP,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N N O,Cl Cl N N N O
BETCIP,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N N O,Cl Cl N N N O
BETCIP,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N N O,Cl Cl N N N O
BETCIP,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N N O,Cl Cl N N N O
BETDEK,1,baseline,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDEK,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDEK,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDEK,1,full,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDIO,1,baseline,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDIO,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDIO,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETDIO,1,full,ok,1,1,1,1,1,1,1,1,C C C N N N,C C C N N N
BETJES,1,baseline,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
BETJES,1,ml_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
BETJES,1,ligand_only,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
BETJES,1,full,ok,1,0,1,1,1,1,2,2,C I I N,C I I N
BETKUI,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETKUI,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETKUI,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETKUI,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLIX,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLIX,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLIX,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLIX,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLOD,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLOD,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLOD,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETLOD,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl P,C C C C C C Cl Cl P
BETQAT,1,baseline,ok,1,1,1,1,1,1,1,1,P P P P P P,P P P P P P
BETQAT,1,ml_only,ok,1,1,1,1,1,1,1,1,P P P P P P,P P P P P P
BETQAT,1,ligand_only,ok,1,1,1,1,1,1,1,1,P P P P P P,P P P P P P
BETQAT,1,full,ok,1,1,1,1,1,1,1,1,P P P P P P,P P P P P P
BETWUU,1,baseline,ok,1,1,1,1,1,1,2,2,N N N O O,N N N O O
BETWUU,1,ml_only,ok,1,1,1,1,1,1,2,2,N N N O O,N N N O O
BETWUU,1,ligand_only,ok,1,1,1,1,1,1,2,2,N N N O O,N N N O O
BETWUU,1,full,ok,1,1,1,1,1,1,2,2,N N N O O,N N N O O
BETZEH,1,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C P P,C C C C C C P P
BETZEH,1,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C P P,C C C C C C P P
BETZEH,1,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C P P,C C C C C C P P
BETZEH,1,full,ok,1,1,1,1,1,1,2,2,C C C C C C P P,C C C C C C P P
BETZOP,1,baseline,ok,1,1,1,1,1,1,1,1,C C C C C C C S,C C C C C C C S
BETZOP,1,ml_only,ok,1,1,1,1,1,1,1,1,C C C C C C C S,C C C C C C C S
BETZOP,1,ligand_only,ok,1,1,1,1,1,1,1,1,C C C C C C C S,C C C C C C C S
BETZOP,1,full,ok,1,1,1,1,1,1,1,1,C C C C C C C S,C C C C C C C S
BEVCAG,1,baseline,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
BEVCAG,1,ml_only,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
BEVCAG,1,ligand_only,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
BEVCAG,1,full,ok,1,1,1,1,1,1,3,3,N N N O O O,N N N O O O
BEVFIU,1,baseline,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEVFIU,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEVFIU,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEVFIU,1,full,ok,1,1,1,1,1,1,2,2,Cl N N N,Cl N N N
BEVHAM,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAM,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAM,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAM,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAN,1,baseline,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAN,1,ml_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAN,1,ligand_only,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHAN,1,full,ok,1,1,1,1,1,1,2,2,Cl Cl N N,Cl Cl N N
BEVHUG,1,baseline,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEVHUG,1,ml_only,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEVHUG,1,ligand_only,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEVHUG,1,full,ok,1,1,1,1,1,1,3,3,N N N N O O,N N N N O O
BEVKEV,0,baseline,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
BEVKEV,0,ml_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
BEVKEV,0,ligand_only,ok,1,1,1,1,1,1,2,2,C C C C C C Cl Cl N,C C C C C C Cl Cl N
