IDs,pair,both_parsed,connectivity_match,atoms_a,atoms_b,edges_a,edges_b
XIQBOO,ILP / NBO(DFT),1,1,30,30,35,35
XIQBOO,ILP / Hückel(DFT),1,1,30,30,35,35
XIQBOO,CSD / NBO(DFT),1,1,30,30,35,35
XIQBOO,CSD / Hückel(DFT),1,1,30,30,35,35
XIQBOO,NBO(DFT) / Hückel(DFT),1,1,30,30,35,35
XIQCEI,ILP / CSD,1,1,27,27,31,31
XIQCEI,ILP / NBO(DFT),1,1,27,27,31,31
XIQCEI,ILP / Hückel(DFT),1,1,27,27,31,31
XIQCEI,CSD / NBO(DFT),1,1,27,27,31,31
XIQCEI,CSD / Hückel(DFT),1,1,27,27,31,31
XIQCEI,NBO(DFT) / Hückel(DFT),1,1,27,27,31,31
XIQDUY,ILP / CSD,1,1,27,27,31,31
XIQDUY,ILP / NBO(DFT),1,1,27,27,31,31
XIQDUY,ILP / Hückel(DFT),1,1,27,27,31,31
XIQDUY,CSD / NBO(DFT),1,1,27,27,31,31
XIQDUY,CSD / Hückel(DFT),1,1,27,27,31,31
XIQDUY,NBO(DFT) / Hückel(DFT),1,1,27,27,31,31
XIQFIP,ILP / CSD,1,1,32,32,41,41
XIQFIP,ILP / NBO(DFT),1,1,32,32,41,41
XIQFIP,ILP / Hückel(DFT),1,1,32,32,41,41
XIQFIP,CSD / NBO(DFT),1,1,32,32,41,41
XIQFIP,CSD / Hückel(DFT),1,1,32,32,41,41
XIQFIP,NBO(DFT) / Hückel(DFT),1,1,32,32,41,41
XIQGAG,ILP / CSD,0,,39,,43,
XIQGAG,ILP / NBO(DFT),1,1,39,39,43,43
XIQGAG,ILP / Hückel(DFT),1,1,39,39,43,43
XIQGAG,CSD / NBO(DFT),0,,,39,,43
XIQGAG,CSD / Hückel(DFT),0,,,39,,43
XIQGAG,NBO(DFT) / Hückel(DFT),1,1,39,39,43,43
XIQGAI,ILP / CSD,1,1,34,34,42,42
XIQGAI,ILP / NBO(DFT),1,1,34,34,42,42
XIQGAI,ILP / Hückel(DFT),1,1,34,34,42,42
XIQGAI,CSD / NBO(DFT),1,1,34,34,42,42
XIQGAI,CSD / Hückel(DFT),1,1,34,34,42,42
XIQGAI,NBO(DFT) / Hückel(DFT),1,1,34,34,42,42
XIQGEM,ILP / CSD,1,1,34,34,42,42
XIQGEM,ILP / NBO(DFT),1,1,34,34,42,42
XIQGEM,ILP / Hückel(DFT),1,1,34,34,42,42
XIQGEM,CSD / NBO(DFT),1,1,34,34,42,42
XIQGEM,CSD / Hückel(DFT),1,1,34,34,42,42
XIQGEM,NBO(DFT) / Hückel(DFT),1,1,34,34,42,42
XIQGIO,ILP / CSD,1,1,48,48,54,54
XIQGIO,ILP / NBO(DFT),0,,48,,54,
XIQGIO,ILP / Hückel(DFT),1,1,48,48,54,54
XIQGIO,CSD / NBO(DFT),0,,48,,54,
XIQGIO,CSD / Hückel(DFT),1,1,48,48,54,54
XIQGIO,NBO(DFT) / Hückel(DFT),0,,,48,,54
XIQGOU,ILP / CSD,1,1,37,37,40,40
XIQGOU,ILP / NBO(DFT),1,1,37,37,40,40
XIQGOU,ILP / Hückel(DFT),1,1,37,37,40,40
XIQGOU,CSD / NBO(DFT),1,1,37,37,40,40
XIQGOU,CSD / Hückel(DFT),1,1,37,37,40,40
XIQGOU,NBO(DFT) / Hückel(DFT),1,1,37,37,40,40
XIQHEL,ILP / CSD,1,1,35,35,44,44
XIQHEL,ILP / NBO(DFT),0,,35,,44,
XIQHEL,ILP / Hückel(DFT),1,1,35,35,44,44
XIQHEL,CSD / NBO(DFT),0,,35,,44,
XIQHEL,CSD / Hückel(DFT),1,1,35,35,44,44
XIQHEL,NBO(DFT) / Hückel(DFT),0,,,35,,44
XIQHUB,ILP / CSD,1,1,35,35,44,44
XIQHUB,ILP / NBO(DFT),1,1,35,35,44,44
XIQHUB,ILP / Hückel(DFT),1,1,35,35,44,44
XIQHUB,CSD / NBO(DFT),1,1,35,35,44,44
XIQHUB,CSD / Hückel(DFT),1,1,35,35,44,44
XIQHUB,NBO(DFT) / Hückel(DFT),1,1,35,35,44,44
XIQJOY,ILP / CSD,1,1,26,26,31,31
XIQJOY,ILP / NBO(DFT),1,1,26,26,31,31
XIQJOY,ILP / Hückel(DFT),1,1,26,26,31,31
XIQJOY,CSD / NBO(DFT),1,1,26,26,31,31
XIQJOY,CSD / Hückel(DFT),1,1,26,26,31,31
XIQJOY,NBO(DFT) / Hückel(DFT),1,1,26,26,31,31
XIQJUE,ILP / CSD,0,,14,,14,
XIQJUE,ILP / NBO(DFT),1,1,14,14,14,14
XIQJUE,ILP / Hückel(DFT),1,1,14,14,14,14
XIQJUE,CSD / NBO(DFT),0,,,14,,14
XIQJUE,CSD / Hückel(DFT),0,,,14,,14
XIQJUE,NBO(DFT) / Hückel(DFT),1,1,14,14,14,14
XIQKIT,ILP / CSD,1,1,15,15,17,17
XIQKIT,ILP / NBO(DFT),1,1,15,15,17,17
XIQKIT,ILP / Hückel(DFT),1,1,15,15,17,17
XIQKIT,CSD / NBO(DFT),1,1,15,15,17,17
XIQKIT,CSD / Hückel(DFT),1,1,15,15,17,17
XIQKIT,NBO(DFT) / Hückel(DFT),1,1,15,15,17,17
XIQKOY,ILP / CSD,0,,,,,
XIQKOY,ILP / NBO(DFT),0,,,,,
XIQKOY,ILP / Hückel(DFT),0,,,,,
XIQKOY,CSD / NBO(DFT),0,,,,,
XIQKOY,CSD / Hückel(DFT),0,,,,,
XIQKOY,NBO(DFT) / Hückel(DFT),0,,,,,
XIQKOZ,ILP / CSD,1,1,31,31,34,34
XIQKOZ,ILP / NBO(DFT),1,1,31,31,34,34
XIQKOZ,ILP / Hückel(DFT),1,1,31,31,34,34
XIQKOZ,CSD / NBO(DFT),1,1,31,31,34,34
XIQKOZ,CSD / Hückel(DFT),1,1,31,31,34,34
XIQKOZ,NBO(DFT) / Hückel(DFT),1,1,31,31,34,34
XIQKUF,ILP / CSD,1,1,29,29,33,33
XIQKUF,ILP / NBO(DFT),1,1,29,29,33,33
XIQKUF,ILP / Hückel(DFT),1,1,29,29,33,33
XIQKUF,CSD / NBO(DFT),1,1,29,29,33,33
XIQKUF,CSD / Hückel(DFT),1,1,29,29,33,33
XIQKUF,NBO(DFT) / Hückel(DFT),1,1,29,29,33,33
XIQLAL,ILP / CSD,0,,,,,
XIQLAL,ILP / NBO(DFT),0,,,,,
XIQLAL,ILP / Hückel(DFT),0,,,35,,45
XIQLAL,CSD / NBO(DFT),0,,,,,
XIQLAL,CSD / Hückel(DFT),0,,,35,,45
XIQLAL,NBO(DFT) / Hückel(DFT),0,,,35,,45
XIQMAL,ILP / CSD,1,1,30,30,32,32
XIQMAL,ILP / NBO(DFT),1,1,30,30,32,32
XIQMAL,ILP / Hückel(DFT),1,1,30,30,32,32
XIQMAL,CSD / NBO(DFT),1,1,30,30,32,32
XIQMAL,CSD / Hückel(DFT),1,1,30,30,32,32
XIQMAL,NBO(DFT) / Hückel(DFT),1,1,30,30,32,32
XIQMAM,ILP / CSD,1,0,43,43,44,46
XIQMAM,ILP / NBO(DFT),0,,43,,44,
XIQMAM,ILP / Hückel(DFT),1,1,43,43,44,44
XIQMAM,CSD / NBO(DFT),0,,43,,46,
XIQMAM,CSD / Hückel(DFT),1,0,43,43,46,44
XIQMAM,NBO(DFT) / Hückel(DFT),0,,,43,,44
XIQMIT,ILP / CSD,1,1,49,49,54,54
XIQMIT,ILP / NBO(DFT),1,1,49,49,54,54
XIQMIT,ILP / Hückel(DFT),1,1,49,49,54,54
XIQMIT,CSD / NBO(DFT),1,1,49,49,54,54
XIQMIT,CSD / Hückel(DFT),1,1,49,49,54,54
XIQMIT,NBO(DFT) / Hückel(DFT),1,1,49,49,54,54
XIQMOB,ILP / CSD,0,,44,,48,
XIQMOB,ILP / NBO(DFT),1,1,44,44,48,48
XIQMOB,ILP / Hückel(DFT),1,1,44,44,48,48
XIQMOB,CSD / NBO(DFT),0,,,44,,48
XIQMOB,CSD / Hückel(DFT),0,,,44,,48
XIQMOB,NBO(DFT) / Hückel(DFT),1,1,44,44,48,48
XIQNAO,ILP / CSD,1,1,36,36,39,39
XIQNAO,ILP / NBO(DFT),1,1,36,36,39,39
XIQNAO,ILP / Hückel(DFT),1,1,36,36,39,39
XIQNAO,CSD / NBO(DFT),1,1,36,36,39,39
XIQNAO,CSD / Hückel(DFT),1,1,36,36,39,39
XIQNAO,NBO(DFT) / Hückel(DFT),1,1,36,36,39,39
XIQNIW,ILP / CSD,1,1,31,31,30,30
XIQNIW,ILP / NBO(DFT),1,1,31,31,30,30
XIQNIW,ILP / Hückel(DFT),1,1,31,31,30,30
XIQNIW,CSD / NBO(DFT),1,1,31,31,30,30
XIQNIW,CSD / Hückel(DFT),1,1,31,31,30,30
XIQNIW,NBO(DFT) / Hückel(DFT),1,1,31,31,30,30
XIQPET,ILP / CSD,1,1,41,41,46,46
XIQPET,ILP / NBO(DFT),1,1,41,41,46,46
XIQPET,ILP / Hückel(DFT),1,1,41,41,46,46
XIQPET,CSD / NBO(DFT),1,1,41,41,46,46
XIQPET,CSD / Hückel(DFT),1,1,41,41,46,46
XIQPET,NBO(DFT) / Hückel(DFT),1,1,41,41,46,46
XIQQEV,ILP / CSD,1,1,28,28,33,33
XIQQEV,ILP / NBO(DFT),1,1,28,28,33,33
XIQQEV,ILP / Hückel(DFT),1,1,28,28,33,33
XIQQEV,CSD / NBO(DFT),1,1,28,28,33,33
XIQQEV,CSD / Hückel(DFT),1,1,28,28,33,33
XIQQEV,NBO(DFT) / Hückel(DFT),1,1,28,28,33,33
XIQQIZ,ILP / CSD,1,0,30,30,41,40
XIQQIZ,ILP / NBO(DFT),1,0,30,30,41,40
XIQQIZ,ILP / Hückel(DFT),1,0,30,30,41,39
XIQQIZ,CSD / NBO(DFT),1,1,30,30,40,40
XIQQIZ,CSD / Hückel(DFT),1,0,30,30,40,39
XIQQIZ,NBO(DFT) / Hückel(DFT),1,0,30,30,40,39
XIQSOH,ILP / CSD,1,1,44,44,52,52
XIQSOH,ILP / NBO(DFT),1,1,44,44,52,52
XIQSOH,ILP / Hückel(DFT),1,1,44,44,52,52
XIQSOH,CSD / NBO(DFT),1,1,44,44,52,52
XIQSOH,CSD / Hückel(DFT),1,1,44,44,52,52
XIQSOH,NBO(DFT) / Hückel(DFT),1,1,44,44,52,52
XIQTOH,ILP / CSD,1,1,35,35,39,39
XIQTOH,ILP / NBO(DFT),1,1,35,35,39,39
XIQTOH,ILP / Hückel(DFT),1,1,35,35,39,39
XIQTOH,CSD / NBO(DFT),1,1,35,35,39,39
XIQTOH,CSD / Hückel(DFT),1,1,35,35,39,39
XIQTOH,NBO(DFT) / Hückel(DFT),1,1,35,35,39,39
XIQTUN,ILP / CSD,1,1,47,47,55,55
XIQTUN,ILP / NBO(DFT),1,1,47,47,55,55
XIQTUN,ILP / Hückel(DFT),1,1,47,47,55,55
XIQTUN,CSD / NBO(DFT),1,1,47,47,55,55
XIQTUN,CSD / Hückel(DFT),1,1,47,47,55,55
XIQTUN,NBO(DFT) / Hückel(DFT),1,1,47,47,55,55
XIQWOM,ILP / CSD,1,1,32,32,34,34
XIQWOM,ILP / NBO(DFT),0,,32,,34,
XIQWOM,ILP / Hückel(DFT),1,1,32,32,34,34
XIQWOM,CSD / NBO(DFT),0,,32,,34,
XIQWOM,CSD / Hückel(DFT),1,1,32,32,34,34
XIQWOM,NBO(DFT) / Hückel(DFT),0,,,32,,34
XIQXIF,ILP / CSD,1,1,11,11,14,14
XIQXIF,ILP / NBO(DFT),1,1,11,11,14,14
XIQXIF,ILP / Hückel(DFT),1,1,11,11,14,14
XIQXIF,CSD / NBO(DFT),1,1,11,11,14,14
XIQXIF,CSD / Hückel(DFT),1,1,11,11,14,14
XIQXIF,NBO(DFT) / Hückel(DFT),1,1,11,11,14,14
XIQYAA,ILP / CSD,1,1,33,33,36,36
XIQYAA,ILP / NBO(DFT),1,1,33,33,36,36
XIQYAA,ILP / Hückel(DFT),1,1,33,33,36,36
XIQYAA,CSD / NBO(DFT),1,1,33,33,36,36
XIQYAA,CSD / Hückel(DFT),1,1,33,33,36,36
XIQYAA,NBO(DFT) / Hückel(DFT),1,1,33,33,36,36
XIRDAE,ILP / CSD,0,,39,,42,
XIRDAE,ILP / NBO(DFT),0,,39,,42,
XIRDAE,ILP / Hückel(DFT),1,0,39,39,42,46
XIRDAE,CSD / NBO(DFT),0,,,,,
XIRDAE,CSD / Hückel(DFT),0,,,39,,46
XIRDAE,NBO(DFT) / Hückel(DFT),0,,,39,,46
XIRDAF,ILP / CSD,0,,32,,36,
XIRDAF,ILP / NBO(DFT),1,1,32,32,36,36
XIRDAF,ILP / Hückel(DFT),1,0,32,32,36,37
XIRDAF,CSD / NBO(DFT),0,,,32,,36
XIRDAF,CSD / Hückel(DFT),0,,,32,,37
XIRDAF,NBO(DFT) / Hückel(DFT),1,0,32,32,36,37
XIRDOR,ILP / CSD,1,1,17,17,21,21
XIRDOR,ILP / NBO(DFT),1,1,17,17,21,21
XIRDOR,ILP / Hückel(DFT),1,1,17,17,21,21
XIRDOR,CSD / NBO(DFT),1,1,17,17,21,21
XIRDOR,CSD / Hückel(DFT),1,1,17,17,21,21
XIRDOR,NBO(DFT) / Hückel(DFT),1,1,17,17,21,21
XIRFAH,ILP / CSD,1,1,35,35,43,43
XIRFAH,ILP / NBO(DFT),1,1,35,35,43,43
XIRFAH,ILP / Hückel(DFT),1,1,35,35,43,43
XIRFAH,CSD / NBO(DFT),1,1,35,35,43,43
XIRFAH,CSD / Hückel(DFT),1,1,35,35,43,43
XIRFAH,NBO(DFT) / Hückel(DFT),1,1,35,35,43,43
XIRFEL,ILP / CSD,1,1,28,28,32,32
XIRFEL,ILP / NBO(DFT),0,,28,,32,
XIRFEL,ILP / Hückel(DFT),1,1,28,28,32,32
XIRFEL,CSD / NBO(DFT),0,,28,,32,
XIRFEL,CSD / Hückel(DFT),1,1,28,28,32,32
XIRFEL,NBO(DFT) / Hückel(DFT),0,,,28,,32
XIRFIP,ILP / CSD,1,1,24,24,27,27
XIRFIP,ILP / NBO(DFT),1,1,24,24,27,27
XIRFIP,ILP / Hückel(DFT),1,1,24,24,27,27
XIRFIP,CSD / NBO(DFT),1,1,24,24,27,27
XIRFIP,CSD / Hückel(DFT),1,1,24,24,27,27
XIRFIP,NBO(DFT) / Hückel(DFT),1,1,24,24,27,27
XIRGEM,ILP / CSD,1,1,26,26,29,29
XIRGEM,ILP / NBO(DFT),1,1,26,26,29,29
XIRGEM,ILP / Hückel(DFT),1,1,26,26,29,29
XIRGEM,CSD / NBO(DFT),1,1,26,26,29,29
XIRGEM,CSD / Hückel(DFT),1,1,26,26,29,29
XIRGEM,NBO(DFT) / Hückel(DFT),1,1,26,26,29,29
XIRGIQ,ILP / CSD,0,,26,,28,
XIRGIQ,ILP / NBO(DFT),0,,26,,28,
XIRGIQ,ILP / Hückel(DFT),1,1,26,26,28,28
XIRGIQ,CSD / NBO(DFT),0,,,,,
XIRGIQ,CSD / Hückel(DFT),0,,,26,,28
XIRGIQ,NBO(DFT) / Hückel(DFT),0,,,26,,28
XIRGOW,ILP / CSD,0,,26,,28,
XIRGOW,ILP / NBO(DFT),0,,26,,28,
XIRGOW,ILP / Hückel(DFT),1,1,26,26,28,28
XIRGOW,CSD / NBO(DFT),0,,,,,
XIRGOW,CSD / Hückel(DFT),0,,,26,,28
XIRGOW,NBO(DFT) / Hückel(DFT),0,,,26,,28
XIRHAJ,ILP / CSD,1,1,24,24,25,25
XIRHAJ,ILP / NBO(DFT),1,1,24,24,25,25
XIRHAJ,ILP / Hückel(DFT),1,1,24,24,25,25
XIRHAJ,CSD / NBO(DFT),1,1,24,24,25,25
XIRHAJ,CSD / Hückel(DFT),1,1,24,24,25,25
XIRHAJ,NBO(DFT) / Hückel(DFT),1,1,24,24,25,25
XIRHEN,ILP / CSD,1,1,26,26,28,28
XIRHEN,ILP / NBO(DFT),0,,26,,28,
XIRHEN,ILP / Hückel(DFT),1,1,26,26,28,28
XIRHEN,CSD / NBO(DFT),0,,26,,28,
XIRHEN,CSD / Hückel(DFT),1,1,26,26,28,28
XIRHEN,NBO(DFT) / Hückel(DFT),0,,,26,,28
XIRHIR,ILP / CSD,1,1,26,26,28,28
XIRHIR,ILP / NBO(DFT),1,1,26,26,28,28
XIRHIR,ILP / Hückel(DFT),1,1,26,26,28,28
XIRHIR,CSD / NBO(DFT),1,1,26,26,28,28
XIRHIR,CSD / Hückel(DFT),1,1,26,26,28,28
XIRHIR,NBO(DFT) / Hückel(DFT),1,1,26,26,28,28
XIRJOY,ILP / CSD,1,0,23,23,27,26
XIRJOY,ILP / NBO(DFT),1,1,23,23,27,27
XIRJOY,ILP / Hückel(DFT),1,1,23,23,27,27
XIRJOY,CSD / NBO(DFT),1,0,23,23,26,27
XIRJOY,CSD / Hückel(DFT),1,0,23,23,26,27
XIRJOY,NBO(DFT) / Hückel(DFT),1,1,23,23,27,27
XIRKUF,ILP / CSD,1,0,26,26,27,28
XIRKUF,ILP / NBO(DFT),0,,26,,27,
XIRKUF,ILP / Hückel(DFT),1,1,26,26,27,27
XIRKUF,CSD / NBO(DFT),0,,26,,28,
XIRKUF,CSD / Hückel(DFT),1,0,26,26,28,27
XIRKUF,NBO(DFT) / Hückel(DFT),0,,,26,,27
XIRKUH,ILP / CSD,1,1,24,24,23,23
XIRKUH,ILP / NBO(DFT),1,1,24,24,23,23
XIRKUH,ILP / Hückel(DFT),1,1,24,24,23,23
XIRKUH,CSD / NBO(DFT),1,1,24,24,23,23
XIRKUH,CSD / Hückel(DFT),1,1,24,24,23,23
XIRKUH,NBO(DFT) / Hückel(DFT),1,1,24,24,23,23
XIRMAN,ILP / CSD,1,1,40,40,45,45
XIRMAN,ILP / NBO(DFT),1,1,40,40,45,45
XIRMAN,ILP / Hückel(DFT),1,1,40,40,45,45
XIRMAN,CSD / NBO(DFT),1,1,40,40,45,45
XIRMAN,CSD / Hückel(DFT),1,1,40,40,45,45
XIRMAN,NBO(DFT) / Hückel(DFT),1,1,40,40,45,45
XIRMOD,ILP / CSD,1,1,23,23,24,24
XIRMOD,ILP / NBO(DFT),1,1,23,23,24,24
XIRMOD,ILP / Hückel(DFT),1,1,23,23,24,24
XIRMOD,CSD / NBO(DFT),1,1,23,23,24,24
XIRMOD,CSD / Hückel(DFT),1,1,23,23,24,24
XIRMOD,NBO(DFT) / Hückel(DFT),1,1,23,23,24,24
XIRMUH,ILP / CSD,1,0,45,45,56,55
XIRMUH,ILP / NBO(DFT),1,0,45,45,56,55
XIRMUH,ILP / Hückel(DFT),1,0,45,45,56,55
XIRMUH,CSD / NBO(DFT),1,1,45,45,55,55
XIRMUH,CSD / Hückel(DFT),1,1,45,45,55,55
XIRMUH,NBO(DFT) / Hückel(DFT),1,1,45,45,55,55
XIRNUH,ILP / CSD,1,1,33,33,40,40
XIRNUH,ILP / NBO(DFT),1,1,33,33,40,40
XIRNUH,ILP / Hückel(DFT),1,1,33,33,40,40
XIRNUH,CSD / NBO(DFT),1,1,33,33,40,40
XIRNUH,CSD / Hückel(DFT),1,1,33,33,40,40
XIRNUH,NBO(DFT) / Hückel(DFT),1,1,33,33,40,40
XIRTEZ,ILP / CSD,1,1,29,29,31,31
XIRTEZ,ILP / NBO(DFT),1,1,29,29,31,31
XIRTEZ,ILP / Hückel(DFT),1,1,29,29,31,31
XIRTEZ,CSD / NBO(DFT),1,1,29,29,31,31
XIRTEZ,CSD / Hückel(DFT),1,1,29,29,31,31
XIRTEZ,NBO(DFT) / Hückel(DFT),1,1,29,29,31,31
XIRTID,ILP / CSD,1,1,36,36,38,38
XIRTID,ILP / NBO(DFT),1,1,36,36,38,38
XIRTID,ILP / Hückel(DFT),1,1,36,36,38,38
XIRTID,CSD / NBO(DFT),1,1,36,36,38,38
XIRTID,CSD / Hückel(DFT),1,1,36,36,38,38
XIRTID,NBO(DFT) / Hückel(DFT),1,1,36,36,38,38
XIRWOM,ILP / CSD,1,1,38,38,42,42
XIRWOM,ILP / NBO(DFT),1,1,38,38,42,42
XIRWOM,ILP / Hückel(DFT),1,1,38,38,42,42
XIRWOM,CSD / NBO(DFT),1,1,38,38,42,42
XIRWOM,CSD / Hückel(DFT),1,1,38,38,42,42
XIRWOM,NBO(DFT) / Hückel(DFT),1,1,38,38,42,42
XIRWUQ,ILP / CSD,0,,18,,22,
XIRWUQ,ILP / NBO(DFT),1,1,18,18,22,22
XIRWUQ,ILP / Hückel(DFT),1,1,18,18,22,22
XIRWUQ,CSD / NBO(DFT),0,,,18,,22
XIRWUQ,CSD / Hückel(DFT),0,,,18,,22
XIRWUQ,NBO(DFT) / Hückel(DFT),1,1,18,18,22,22
XIRWUT,ILP / CSD,1,1,32,32,36,36
XIRWUT,ILP / NBO(DFT),1,1,32,32,36,36
XIRWUT,ILP / Hückel(DFT),1,1,32,32,36,36
XIRWUT,CSD / NBO(DFT),1,1,32,32,36,36
XIRWUT,CSD / Hückel(DFT),1,1,32,32,36,36
XIRWUT,NBO(DFT) / Hückel(DFT),1,1,32,32,36,36
XIRXAX,ILP / CSD,0,,35,,42,
XIRXAX,ILP / NBO(DFT),1,1,35,35,42,42
XIRXAX,ILP / Hückel(DFT),1,1,35,35,42,42
XIRXAX,CSD / NBO(DFT),0,,,35,,42
XIRXAX,CSD / Hückel(DFT),0,,,35,,42
XIRXAX,NBO(DFT) / Hückel(DFT),1,1,35,35,42,42
XIRXAZ,ILP / CSD,1,1,38,38,42,42
XIRXAZ,ILP / NBO(DFT),1,1,38,38,42,42
XIRXAZ,ILP / Hückel(DFT),1,1,38,38,42,42
XIRXAZ,CSD / NBO(DFT),1,1,38,38,42,42
XIRXAZ,CSD / Hückel(DFT),1,1,38,38,42,42
XIRXAZ,NBO(DFT) / Hückel(DFT),1,1,38,38,42,42
XIRXEB,ILP / CSD,0,,24,,28,
XIRXEB,ILP / NBO(DFT),0,,24,,28,
XIRXEB,ILP / Hückel(DFT),1,1,24,24,28,28
XIRXEB,CSD / NBO(DFT),0,,,,,
XIRXEB,CSD / Hückel(DFT),0,,,24,,28
XIRXEB,NBO(DFT) / Hückel(DFT),0,,,24,,28
XIRYAY,ILP / CSD,1,1,36,36,38,38
XIRYAY,ILP / NBO(DFT),1,1,36,36,38,38
XIRYAY,ILP / Hückel(DFT),1,1,36,36,38,38
XIRYAY,CSD / NBO(DFT),1,1,36,36,38,38
XIRYAY,CSD / Hückel(DFT),1,1,36,36,38,38
XIRYAY,NBO(DFT) / Hückel(DFT),1,1,36,36,38,38
XIRYOM,ILP / CSD,1,1,40,40,42,42
XIRYOM,ILP / NBO(DFT),1,1,40,40,42,42
XIRYOM,ILP / Hückel(DFT),1,1,40,40,42,42
XIRYOM,CSD / NBO(DFT),1,1,40,40,42,42
XIRYOM,CSD / Hückel(DFT),1,1,40,40,42,42
XIRYOM,NBO(DFT) / Hückel(DFT),1,1,40,40,42,42
XIRZIH,ILP / CSD,1,1,31,31,32,32
XIRZIH,ILP / NBO(DFT),0,,31,,32,
XIRZIH,ILP / Hückel(DFT),1,1,31,31,32,32
XIRZIH,CSD / NBO(DFT),0,,31,,32,
XIRZIH,CSD / Hückel(DFT),1,1,31,31,32,32
XIRZIH,NBO(DFT) / Hückel(DFT),0,,,31,,32
XIRZOO,ILP / CSD,1,1,19,19,22,22
XIRZOO,ILP / NBO(DFT),1,1,19,19,22,22
XIRZOO,ILP / Hückel(DFT),1,1,19,19,22,22
XIRZOO,CSD / NBO(DFT),1,1,19,19,22,22
XIRZOO,CSD / Hückel(DFT),1,1,19,19,22,22
XIRZOO,NBO(DFT) / Hückel(DFT),1,1,19,19,22,22
XISBAC,ILP / CSD,1,1,28,28,31,31
XISBAC,ILP / NBO(DFT),1,1,28,28,31,31
XISBAC,ILP / Hückel(DFT),1,0,28,28,31,32
XISBAC,CSD / NBO(DFT),1,1,28,28,31,31
XISBAC,CSD / Hückel(DFT),1,0,28,28,31,32
XISBAC,NBO(DFT) / Hückel(DFT),1,0,28,28,31,32
XISBAD,ILP / CSD,1,1,16,16,16,16
XISBAD,ILP / NBO(DFT),1,1,16,16,16,16
XISBAD,ILP / Hückel(DFT),1,0,16,16,16,15
XISBAD,CSD / NBO(DFT),1,1,16,16,16,16
XISBAD,CSD / Hückel(DFT),1,0,16,16,16,15
XISBAD,NBO(DFT) / Hückel(DFT),1,0,16,16,16,15
XISBOR,ILP / CSD,1,1,23,23,26,26
XISBOR,ILP / NBO(DFT),1,1,23,23,26,26
XISBOR,ILP / Hückel(DFT),1,1,23,23,26,26
XISBOR,CSD / NBO(DFT),1,1,23,23,26,26
XISBOR,CSD / Hückel(DFT),1,1,23,23,26,26
XISBOR,NBO(DFT) / Hückel(DFT),1,1,23,23,26,26
XISBUW,ILP / CSD,1,0,19,19,22,25
XISBUW,ILP / NBO(DFT),1,0,19,19,22,25
XISBUW,ILP / Hückel(DFT),1,0,19,19,22,25
XISBUW,CSD / NBO(DFT),1,1,19,19,25,25
XISBUW,CSD / Hückel(DFT),1,1,19,19,25,25
XISBUW,NBO(DFT) / Hückel(DFT),1,1,19,19,25,25
XISCAD,ILP / CSD,1,1,23,23,29,29
XISCAD,ILP / NBO(DFT),0,,23,,29,
XISCAD,ILP / Hückel(DFT),1,1,23,23,29,29
XISCAD,CSD / NBO(DFT),0,,23,,29,
XISCAD,CSD / Hückel(DFT),1,1,23,23,29,29
XISCAD,NBO(DFT) / Hückel(DFT),0,,,23,,29
XISCEH,ILP / CSD,1,1,23,23,29,29
XISCEH,ILP / NBO(DFT),0,,23,,29,
XISCEH,ILP / Hückel(DFT),1,1,23,23,29,29
XISCEH,CSD / NBO(DFT),0,,23,,29,
XISCEH,CSD / Hückel(DFT),1,1,23,23,29,29
XISCEH,NBO(DFT) / Hückel(DFT),0,,,23,,29
XISCEI,ILP / CSD,0,,,,,
XISCEI,ILP / NBO(DFT),0,,,,,
XISCEI,ILP / Hückel(DFT),0,,,,,
XISCEI,CSD / NBO(DFT),0,,,,,
XISCEI,CSD / Hückel(DFT),0,,,,,
XISCEI,NBO(DFT) / Hückel(DFT),0,,,,,
XISCEJ,ILP / CSD,1,1,41,41,45,45
XISCEJ,ILP / NBO(DFT),1,1,41,41,45,45
XISCEJ,ILP / Hückel(DFT),1,1,41,41,45,45
XISCEJ,CSD / NBO(DFT),1,1,41,41,45,45
XISCEJ,CSD / Hückel(DFT),1,1,41,41,45,45
XISCEJ,NBO(DFT) / Hückel(DFT),1,1,41,41,45,45
XISCIL,ILP / CSD,1,1,22,22,28,28
XISCIL,ILP / NBO(DFT),1,1,22,22,28,28
XISCIL,ILP / Hückel(DFT),1,1,22,22,28,28
XISCIL,CSD / NBO(DFT),1,1,22,22,28,28
XISCIL,CSD / Hückel(DFT),1,1,22,22,28,28
XISCIL,NBO(DFT) / Hückel(DFT),1,1,22,22,28,28
XISFIR,ILP / CSD,1,1,43,43,48,48
XISFIR,ILP / NBO(DFT),1,1,43,43,48,48
XISFIR,ILP / Hückel(DFT),1,1,43,43,48,48
XISFIR,CSD / NBO(DFT),1,1,43,43,48,48
XISFIR,CSD / Hückel(DFT),1,1,43,43,48,48
XISFIR,NBO(DFT) / Hückel(DFT),1,1,43,43,48,48
XISGUE,ILP / CSD,1,1,39,39,42,42
XISGUE,ILP / NBO(DFT),1,1,39,39,42,42
XISGUE,ILP / Hückel(DFT),1,1,39,39,42,42
XISGUE,CSD / NBO(DFT),1,1,39,39,42,42
XISGUE,CSD / Hückel(DFT),1,1,39,39,42,42
XISGUE,NBO(DFT) / Hückel(DFT),1,1,39,39,42,42
XISHEP,ILP / CSD,1,1,37,37,40,40
XISHEP,ILP / NBO(DFT),1,1,37,37,40,40
