IDs,pair,both_parsed,connectivity_match,atoms_a,atoms_b,edges_a,edges_b
BOJMAQ,ILP / Hückel(DFT),1,1,38,38,46,46
BOJMAQ,CSD / NBO(DFT),0,,,38,,46
BOJMAQ,CSD / Hückel(DFT),0,,,38,,46
BOJMAQ,NBO(DFT) / Hückel(DFT),1,1,38,38,46,46
BOJMOE,ILP / CSD,1,1,29,29,36,36
BOJMOE,ILP / NBO(DFT),1,1,29,29,36,36
BOJMOE,ILP / Hückel(DFT),1,1,29,29,36,36
BOJMOE,CSD / NBO(DFT),1,1,29,29,36,36
BOJMOE,CSD / Hückel(DFT),1,1,29,29,36,36
BOJMOE,NBO(DFT) / Hückel(DFT),1,1,29,29,36,36
BOJPAR,ILP / CSD,0,,30,,34,
BOJPAR,ILP / NBO(DFT),0,,30,,34,
BOJPAR,ILP / Hückel(DFT),1,1,30,30,34,34
BOJPAR,CSD / NBO(DFT),0,,,,,
BOJPAR,CSD / Hückel(DFT),0,,,30,,34
BOJPAR,NBO(DFT) / Hückel(DFT),0,,,30,,34
BOJPIC,ILP / CSD,1,1,32,32,37,37
BOJPIC,ILP / NBO(DFT),1,1,32,32,37,37
BOJPIC,ILP / Hückel(DFT),1,1,32,32,37,37
BOJPIC,CSD / NBO(DFT),1,1,32,32,37,37
BOJPIC,CSD / Hückel(DFT),1,1,32,32,37,37
BOJPIC,NBO(DFT) / Hückel(DFT),1,1,32,32,37,37
BOJPIZ,ILP / CSD,1,1,33,33,38,38
BOJPIZ,ILP / NBO(DFT),0,,33,,38,
BOJPIZ,ILP / Hückel(DFT),1,1,33,33,38,38
BOJPIZ,CSD / NBO(DFT),0,,33,,38,
BOJPIZ,CSD / Hückel(DFT),1,1,33,33,38,38
BOJPIZ,NBO(DFT) / Hückel(DFT),0,,,33,,38
BOJPOI,ILP / CSD,1,1,37,37,42,42
BOJPOI,ILP / NBO(DFT),1,1,37,37,42,42
BOJPOI,ILP / Hückel(DFT),1,1,37,37,42,42
BOJPOI,CSD / NBO(DFT),1,1,37,37,42,42
BOJPOI,CSD / Hückel(DFT),1,1,37,37,42,42
BOJPOI,NBO(DFT) / Hückel(DFT),1,1,37,37,42,42
BOJPUO,ILP / CSD,1,1,32,32,38,38
BOJPUO,ILP / NBO(DFT),1,1,32,32,38,38
BOJPUO,ILP / Hückel(DFT),1,1,32,32,38,38
BOJPUO,CSD / NBO(DFT),1,1,32,32,38,38
BOJPUO,CSD / Hückel(DFT),1,1,32,32,38,38
BOJPUO,NBO(DFT) / Hückel(DFT),1,1,32,32,38,38
BOJQAT,ILP / CSD,1,0,16,16,15,16
BOJQAT,ILP / NBO(DFT),1,0,16,16,15,16
BOJQAT,ILP / Hückel(DFT),1,0,16,16,15,16
BOJQAT,CSD / NBO(DFT),1,1,16,16,16,16
BOJQAT,CSD / Hückel(DFT),1,1,16,16,16,16
BOJQAT,NBO(DFT) / Hückel(DFT),1,1,16,16,16,16
BOJQAV,ILP / CSD,1,1,28,28,30,30
BOJQAV,ILP / NBO(DFT),1,1,28,28,30,30
BOJQAV,ILP / Hückel(DFT),1,1,28,28,30,30
BOJQAV,CSD / NBO(DFT),1,1,28,28,30,30
BOJQAV,CSD / Hückel(DFT),1,1,28,28,30,30
BOJQAV,NBO(DFT) / Hückel(DFT),1,1,28,28,30,30
BOJQEX,ILP / CSD,1,1,27,27,31,31
BOJQEX,ILP / NBO(DFT),1,1,27,27,31,31
BOJQEX,ILP / Hückel(DFT),1,1,27,27,31,31
BOJQEX,CSD / NBO(DFT),1,1,27,27,31,31
BOJQEX,CSD / Hückel(DFT),1,1,27,27,31,31
BOJQEX,NBO(DFT) / Hückel(DFT),1,1,27,27,31,31
BOJQIC,ILP / CSD,1,1,13,13,16,16
BOJQIC,ILP / NBO(DFT),1,1,13,13,16,16
BOJQIC,ILP / Hückel(DFT),1,1,13,13,16,16
BOJQIC,CSD / NBO(DFT),1,1,13,13,16,16
BOJQIC,CSD / Hückel(DFT),1,1,13,13,16,16
BOJQIC,NBO(DFT) / Hückel(DFT),1,1,13,13,16,16
BOJQOI,ILP / CSD,1,1,17,17,21,21
BOJQOI,ILP / NBO(DFT),1,1,17,17,21,21
BOJQOI,ILP / Hückel(DFT),1,1,17,17,21,21
BOJQOI,CSD / NBO(DFT),1,1,17,17,21,21
BOJQOI,CSD / Hückel(DFT),1,1,17,17,21,21
BOJQOI,NBO(DFT) / Hückel(DFT),1,1,17,17,21,21
BOJQUN,ILP / CSD,1,1,19,19,20,20
BOJQUN,ILP / NBO(DFT),1,1,19,19,20,20
BOJQUN,ILP / Hückel(DFT),1,1,19,19,20,20
BOJQUN,CSD / NBO(DFT),1,1,19,19,20,20
BOJQUN,CSD / Hückel(DFT),1,1,19,19,20,20
BOJQUN,NBO(DFT) / Hückel(DFT),1,1,19,19,20,20
BOJRAU,ILP / CSD,1,1,17,17,17,17
BOJRAU,ILP / NBO(DFT),1,1,17,17,17,17
BOJRAU,ILP / Hückel(DFT),1,1,17,17,17,17
BOJRAU,CSD / NBO(DFT),1,1,17,17,17,17
BOJRAU,CSD / Hückel(DFT),1,1,17,17,17,17
BOJRAU,NBO(DFT) / Hückel(DFT),1,1,17,17,17,17
BOJRIC,ILP / CSD,1,1,25,25,26,26
BOJRIC,ILP / NBO(DFT),1,1,25,25,26,26
BOJRIC,ILP / Hückel(DFT),1,1,25,25,26,26
BOJRIC,CSD / NBO(DFT),1,1,25,25,26,26
BOJRIC,CSD / Hückel(DFT),1,1,25,25,26,26
BOJRIC,NBO(DFT) / Hückel(DFT),1,1,25,25,26,26
BOJRUO,ILP / CSD,1,0,21,21,21,22
BOJRUO,ILP / NBO(DFT),1,0,21,21,21,22
BOJRUO,ILP / Hückel(DFT),1,0,21,21,21,22
BOJRUO,CSD / NBO(DFT),1,1,21,21,22,22
BOJRUO,CSD / Hückel(DFT),1,1,21,21,22,22
BOJRUO,NBO(DFT) / Hückel(DFT),1,1,21,21,22,22
BOJVUR,ILP / CSD,1,1,28,28,33,33
BOJVUR,ILP / NBO(DFT),1,1,28,28,33,33
BOJVUR,ILP / Hückel(DFT),1,1,28,28,33,33
BOJVUR,CSD / NBO(DFT),1,1,28,28,33,33
BOJVUR,CSD / Hückel(DFT),1,1,28,28,33,33
BOJVUR,NBO(DFT) / Hückel(DFT),1,1,28,28,33,33
BOJWUT,ILP / CSD,1,0,21,21,26,22
BOJWUT,ILP / NBO(DFT),1,0,21,21,26,24
BOJWUT,ILP / Hückel(DFT),1,1,21,21,26,26
BOJWUT,CSD / NBO(DFT),1,0,21,21,22,24
BOJWUT,CSD / Hückel(DFT),1,0,21,21,22,26
BOJWUT,NBO(DFT) / Hückel(DFT),1,0,21,21,24,26
BOJYAC,ILP / CSD,1,1,23,23,30,30
BOJYAC,ILP / NBO(DFT),1,1,23,23,30,30
BOJYAC,ILP / Hückel(DFT),1,1,23,23,30,30
BOJYAC,CSD / NBO(DFT),1,1,23,23,30,30
BOJYAC,CSD / Hückel(DFT),1,1,23,23,30,30
BOJYAC,NBO(DFT) / Hückel(DFT),1,1,23,23,30,30
BOJZIJ,ILP / CSD,1,1,18,18,20,20
BOJZIJ,ILP / NBO(DFT),1,1,18,18,20,20
BOJZIJ,ILP / Hückel(DFT),1,1,18,18,20,20
BOJZIJ,CSD / NBO(DFT),1,1,18,18,20,20
BOJZIJ,CSD / Hückel(DFT),1,1,18,18,20,20
BOJZIJ,NBO(DFT) / Hückel(DFT),1,1,18,18,20,20
BOKCAF,ILP / CSD,1,1,24,24,23,23
BOKCAF,ILP / NBO(DFT),0,,24,,23,
BOKCAF,ILP / Hückel(DFT),1,1,24,24,23,23
BOKCAF,CSD / NBO(DFT),0,,24,,23,
BOKCAF,CSD / Hückel(DFT),1,1,24,24,23,23
BOKCAF,NBO(DFT) / Hückel(DFT),0,,,24,,23
BOKCUA,ILP / CSD,0,,25,,28,
BOKCUA,ILP / NBO(DFT),1,1,25,25,28,28
BOKCUA,ILP / Hückel(DFT),1,1,25,25,28,28
BOKCUA,CSD / NBO(DFT),0,,,25,,28
BOKCUA,CSD / Hückel(DFT),0,,,25,,28
BOKCUA,NBO(DFT) / Hückel(DFT),1,1,25,25,28,28
BOKDAJ,ILP / CSD,1,1,39,39,44,44
BOKDAJ,ILP / NBO(DFT),0,,39,,44,
BOKDAJ,ILP / Hückel(DFT),1,1,39,39,44,44
BOKDAJ,CSD / NBO(DFT),0,,39,,44,
BOKDAJ,CSD / Hückel(DFT),1,1,39,39,44,44
BOKDAJ,NBO(DFT) / Hückel(DFT),0,,,39,,44
BOKDIR,ILP / CSD,1,1,31,31,39,39
BOKDIR,ILP / NBO(DFT),1,1,31,31,39,39
BOKDIR,ILP / Hückel(DFT),1,1,31,31,39,39
BOKDIR,CSD / NBO(DFT),1,1,31,31,39,39
BOKDIR,CSD / Hückel(DFT),1,1,31,31,39,39
BOKDIR,NBO(DFT) / Hückel(DFT),1,1,31,31,39,39
BOKDOV,ILP / CSD,1,1,27,27,37,37
BOKDOV,ILP / NBO(DFT),1,1,27,27,37,37
BOKDOV,ILP / Hückel(DFT),1,1,27,27,37,37
BOKDOV,CSD / NBO(DFT),1,1,27,27,37,37
BOKDOV,CSD / Hückel(DFT),1,1,27,27,37,37
BOKDOV,NBO(DFT) / Hückel(DFT),1,1,27,27,37,37
BOKFOZ,ILP / CSD,0,,,,,
BOKFOZ,ILP / NBO(DFT),0,,,,,
BOKFOZ,ILP / Hückel(DFT),0,,,,,
BOKFOZ,CSD / NBO(DFT),0,,,,,
BOKFOZ,CSD / Hückel(DFT),0,,,,,
BOKFOZ,NBO(DFT) / Hückel(DFT),0,,,,,
BOKGOX,ILP / CSD,1,1,17,17,20,20
BOKGOX,ILP / NBO(DFT),1,1,17,17,20,20
BOKGOX,ILP / Hückel(DFT),1,1,17,17,20,20
BOKGOX,CSD / NBO(DFT),1,1,17,17,20,20
BOKGOX,CSD / Hückel(DFT),1,1,17,17,20,20
BOKGOX,NBO(DFT) / Hückel(DFT),1,1,17,17,20,20
BOKGUD,ILP / CSD,1,1,17,17,20,20
BOKGUD,ILP / NBO(DFT),1,1,17,17,20,20
BOKGUD,ILP / Hückel(DFT),1,1,17,17,20,20
BOKGUD,CSD / NBO(DFT),1,1,17,17,20,20
BOKGUD,CSD / Hückel(DFT),1,1,17,17,20,20
BOKGUD,NBO(DFT) / Hückel(DFT),1,1,17,17,20,20
BOKHAK,ILP / CSD,1,1,17,17,19,19
BOKHAK,ILP / NBO(DFT),1,1,17,17,19,19
BOKHAK,ILP / Hückel(DFT),1,1,17,17,19,19
BOKHAK,CSD / NBO(DFT),1,1,17,17,19,19
BOKHAK,CSD / Hückel(DFT),1,1,17,17,19,19
BOKHAK,NBO(DFT) / Hückel(DFT),1,1,17,17,19,19
BOKPEY,ILP / CSD,1,1,24,24,28,28
BOKPEY,ILP / NBO(DFT),1,1,24,24,28,28
BOKPEY,ILP / Hückel(DFT),1,1,24,24,28,28
BOKPEY,CSD / NBO(DFT),1,1,24,24,28,28
BOKPEY,CSD / Hückel(DFT),1,1,24,24,28,28
BOKPEY,NBO(DFT) / Hückel(DFT),1,1,24,24,28,28
BOKPIC,ILP / CSD,1,1,24,24,28,28
BOKPIC,ILP / NBO(DFT),1,1,24,24,28,28
BOKPIC,ILP / Hückel(DFT),1,1,24,24,28,28
BOKPIC,CSD / NBO(DFT),1,1,24,24,28,28
BOKPIC,CSD / Hückel(DFT),1,1,24,24,28,28
BOKPIC,NBO(DFT) / Hückel(DFT),1,1,24,24,28,28
BOKPOI,ILP / CSD,1,1,23,23,26,26
BOKPOI,ILP / NBO(DFT),1,1,23,23,26,26
BOKPOI,ILP / Hückel(DFT),1,1,23,23,26,26
BOKPOI,CSD / NBO(DFT),1,1,23,23,26,26
BOKPOI,CSD / Hückel(DFT),1,1,23,23,26,26
BOKPOI,NBO(DFT) / Hückel(DFT),1,1,23,23,26,26
BOKPOJ,ILP / CSD,1,1,26,26,28,28
BOKPOJ,ILP / NBO(DFT),1,1,26,26,28,28
BOKPOJ,ILP / Hückel(DFT),1,1,26,26,28,28
BOKPOJ,CSD / NBO(DFT),1,1,26,26,28,28
BOKPOJ,CSD / Hückel(DFT),1,1,26,26,28,28
BOKPOJ,NBO(DFT) / Hückel(DFT),1,1,26,26,28,28
BOKPUO,ILP / CSD,1,1,21,21,24,24
BOKPUO,ILP / NBO(DFT),1,1,21,21,24,24
BOKPUO,ILP / Hückel(DFT),1,1,21,21,24,24
BOKPUO,CSD / NBO(DFT),1,1,21,21,24,24
BOKPUO,CSD / Hückel(DFT),1,1,21,21,24,24
BOKPUO,NBO(DFT) / Hückel(DFT),1,1,21,21,24,24
BOKPUP,ILP / CSD,1,1,26,26,28,28
BOKPUP,ILP / NBO(DFT),1,1,26,26,28,28
BOKPUP,ILP / Hückel(DFT),1,1,26,26,28,28
BOKPUP,CSD / NBO(DFT),1,1,26,26,28,28
BOKPUP,CSD / Hückel(DFT),1,1,26,26,28,28
BOKPUP,NBO(DFT) / Hückel(DFT),1,1,26,26,28,28
BOKQAT,ILP / CSD,0,,32,,36,
BOKQAT,ILP / NBO(DFT),1,0,32,32,36,37
BOKQAT,ILP / Hückel(DFT),1,1,32,32,36,36
BOKQAT,CSD / NBO(DFT),0,,,32,,37
BOKQAT,CSD / Hückel(DFT),0,,,32,,36
BOKQAT,NBO(DFT) / Hückel(DFT),1,0,32,32,37,36
BOKQAW,ILP / CSD,1,1,26,26,28,28
BOKQAW,ILP / NBO(DFT),1,1,26,26,28,28
BOKQAW,ILP / Hückel(DFT),1,1,26,26,28,28
BOKQAW,CSD / NBO(DFT),1,1,26,26,28,28
BOKQAW,CSD / Hückel(DFT),1,1,26,26,28,28
BOKQAW,NBO(DFT) / Hückel(DFT),1,1,26,26,28,28
BOKQEA,ILP / CSD,1,1,28,28,30,30
BOKQEA,ILP / NBO(DFT),1,1,28,28,30,30
BOKQEA,ILP / Hückel(DFT),1,1,28,28,30,30
BOKQEA,CSD / NBO(DFT),1,1,28,28,30,30
BOKQEA,CSD / Hückel(DFT),1,1,28,28,30,30
BOKQEA,NBO(DFT) / Hückel(DFT),1,1,28,28,30,30
BOKQIB,ILP / CSD,0,,34,,40,
BOKQIB,ILP / NBO(DFT),1,1,34,34,40,40
BOKQIB,ILP / Hückel(DFT),1,1,34,34,40,40
BOKQIB,CSD / NBO(DFT),0,,,34,,40
BOKQIB,CSD / Hückel(DFT),0,,,34,,40
BOKQIB,NBO(DFT) / Hückel(DFT),1,1,34,34,40,40
BOKQIE,ILP / CSD,1,1,28,28,30,30
BOKQIE,ILP / NBO(DFT),1,1,28,28,30,30
BOKQIE,ILP / Hückel(DFT),1,1,28,28,30,30
BOKQIE,CSD / NBO(DFT),1,1,28,28,30,30
BOKQIE,CSD / Hückel(DFT),1,1,28,28,30,30
BOKQIE,NBO(DFT) / Hückel(DFT),1,1,28,28,30,30
BOKQUN,ILP / CSD,1,1,33,33,34,34
BOKQUN,ILP / NBO(DFT),1,1,33,33,34,34
BOKQUN,ILP / Hückel(DFT),1,1,33,33,34,34
BOKQUN,CSD / NBO(DFT),1,1,33,33,34,34
BOKQUN,CSD / Hückel(DFT),1,1,33,33,34,34
BOKQUN,NBO(DFT) / Hückel(DFT),1,1,33,33,34,34
BOKQUQ,ILP / CSD,1,1,28,28,30,30
BOKQUQ,ILP / NBO(DFT),1,1,28,28,30,30
BOKQUQ,ILP / Hückel(DFT),1,1,28,28,30,30
BOKQUQ,CSD / NBO(DFT),1,1,28,28,30,30
BOKQUQ,CSD / Hückel(DFT),1,1,28,28,30,30
BOKQUQ,NBO(DFT) / Hückel(DFT),1,1,28,28,30,30
BOKRAX,ILP / CSD,1,1,28,28,30,30
BOKRAX,ILP / NBO(DFT),1,1,28,28,30,30
BOKRAX,ILP / Hückel(DFT),1,1,28,28,30,30
BOKRAX,CSD / NBO(DFT),1,1,28,28,30,30
BOKRAX,CSD / Hückel(DFT),1,1,28,28,30,30
BOKRAX,NBO(DFT) / Hückel(DFT),1,1,28,28,30,30
BOKREY,ILP / CSD,1,1,35,35,36,36
BOKREY,ILP / NBO(DFT),1,1,35,35,36,36
BOKREY,ILP / Hückel(DFT),1,1,35,35,36,36
BOKREY,CSD / NBO(DFT),1,1,35,35,36,36
BOKREY,CSD / Hückel(DFT),1,1,35,35,36,36
BOKREY,NBO(DFT) / Hückel(DFT),1,1,35,35,36,36
BOKREZ,ILP / CSD,1,1,27,27,32,32
BOKREZ,ILP / NBO(DFT),1,1,27,27,32,32
BOKREZ,ILP / Hückel(DFT),1,1,27,27,32,32
BOKREZ,CSD / NBO(DFT),1,1,27,27,32,32
BOKREZ,CSD / Hückel(DFT),1,1,27,27,32,32
BOKREZ,NBO(DFT) / Hückel(DFT),1,1,27,27,32,32
BOKRUO,ILP / CSD,1,0,25,25,28,27
BOKRUO,ILP / NBO(DFT),0,,25,,28,
BOKRUO,ILP / Hückel(DFT),1,0,25,25,28,27
BOKRUO,CSD / NBO(DFT),0,,25,,27,
BOKRUO,CSD / Hückel(DFT),1,1,25,25,27,27
BOKRUO,NBO(DFT) / Hückel(DFT),0,,,25,,27
BOKTAX,ILP / CSD,1,1,19,19,21,21
BOKTAX,ILP / NBO(DFT),1,1,19,19,21,21
BOKTAX,ILP / Hückel(DFT),1,1,19,19,21,21
BOKTAX,CSD / NBO(DFT),1,1,19,19,21,21
BOKTAX,CSD / Hückel(DFT),1,1,19,19,21,21
BOKTAX,NBO(DFT) / Hückel(DFT),1,1,19,19,21,21
BOKWED,ILP / CSD,1,0,33,33,36,34
BOKWED,ILP / NBO(DFT),1,0,33,33,36,37
BOKWED,ILP / Hückel(DFT),1,1,33,33,36,36
BOKWED,CSD / NBO(DFT),1,0,33,33,34,37
BOKWED,CSD / Hückel(DFT),1,0,33,33,34,36
BOKWED,NBO(DFT) / Hückel(DFT),1,0,33,33,37,36
BOKWEE,ILP / CSD,1,1,25,25,28,28
BOKWEE,ILP / NBO(DFT),0,,25,,28,
BOKWEE,ILP / Hückel(DFT),1,1,25,25,28,28
BOKWEE,CSD / NBO(DFT),0,,25,,28,
BOKWEE,CSD / Hückel(DFT),1,1,25,25,28,28
BOKWEE,NBO(DFT) / Hückel(DFT),0,,,25,,28
BOKWEG,ILP / CSD,1,1,53,53,62,62
BOKWEG,ILP / NBO(DFT),0,,53,,62,
BOKWEG,ILP / Hückel(DFT),1,1,53,53,62,62
BOKWEG,CSD / NBO(DFT),0,,53,,62,
BOKWEG,CSD / Hückel(DFT),1,1,53,53,62,62
BOKWEG,NBO(DFT) / Hückel(DFT),0,,,53,,62
BOKWOO,ILP / CSD,0,,41,,47,
BOKWOO,ILP / NBO(DFT),1,1,41,41,47,47
BOKWOO,ILP / Hückel(DFT),1,1,41,41,47,47
BOKWOO,CSD / NBO(DFT),0,,,41,,47
BOKWOO,CSD / Hückel(DFT),0,,,41,,47
BOKWOO,NBO(DFT) / Hückel(DFT),1,1,41,41,47,47
BOKWUU,ILP / CSD,0,,45,,52,
BOKWUU,ILP / NBO(DFT),1,1,45,45,52,52
BOKWUU,ILP / Hückel(DFT),1,1,45,45,52,52
BOKWUU,CSD / NBO(DFT),0,,,45,,52
BOKWUU,CSD / Hückel(DFT),0,,,45,,52
BOKWUU,NBO(DFT) / Hückel(DFT),1,1,45,45,52,52
BOKWUW,ILP / CSD,1,1,57,57,66,66
BOKWUW,ILP / NBO(DFT),0,,57,,66,
BOKWUW,ILP / Hückel(DFT),1,1,57,57,66,66
BOKWUW,CSD / NBO(DFT),0,,57,,66,
BOKWUW,CSD / Hückel(DFT),1,1,57,57,66,66
BOKWUW,NBO(DFT) / Hückel(DFT),0,,,57,,66
BOKYAC,ILP / CSD,1,1,37,37,43,43
BOKYAC,ILP / NBO(DFT),1,1,37,37,43,43
BOKYAC,ILP / Hückel(DFT),1,1,37,37,43,43
BOKYAC,CSD / NBO(DFT),1,1,37,37,43,43
BOKYAC,CSD / Hückel(DFT),1,1,37,37,43,43
BOKYAC,NBO(DFT) / Hückel(DFT),1,1,37,37,43,43
BOKZEH,ILP / CSD,1,1,29,29,34,34
BOKZEH,ILP / NBO(DFT),1,1,29,29,34,34
BOKZEH,ILP / Hückel(DFT),1,1,29,29,34,34
BOKZEH,CSD / NBO(DFT),1,1,29,29,34,34
BOKZEH,CSD / Hückel(DFT),1,1,29,29,34,34
BOKZEH,NBO(DFT) / Hückel(DFT),1,1,29,29,34,34
BOKZIL,ILP / CSD,1,1,29,29,34,34
BOKZIL,ILP / NBO(DFT),1,1,29,29,34,34
BOKZIL,ILP / Hückel(DFT),1,1,29,29,34,34
BOKZIL,CSD / NBO(DFT),1,1,29,29,34,34
BOKZIL,CSD / Hückel(DFT),1,1,29,29,34,34
BOKZIL,NBO(DFT) / Hückel(DFT),1,1,29,29,34,34
BOLAZN,ILP / CSD,1,1,25,25,28,28
BOLAZN,ILP / NBO(DFT),1,1,25,25,28,28
BOLAZN,ILP / Hückel(DFT),1,1,25,25,28,28
BOLAZN,CSD / NBO(DFT),1,1,25,25,28,28
BOLAZN,CSD / Hückel(DFT),1,1,25,25,28,28
BOLAZN,NBO(DFT) / Hückel(DFT),1,1,25,25,28,28
BOLBOU,ILP / CSD,1,1,27,27,30,30
BOLBOU,ILP / NBO(DFT),0,,27,,30,
BOLBOU,ILP / Hückel(DFT),1,1,27,27,30,30
BOLBOU,CSD / NBO(DFT),0,,27,,30,
BOLBOU,CSD / Hückel(DFT),1,1,27,27,30,30
BOLBOU,NBO(DFT) / Hückel(DFT),0,,,27,,30
BOLCUB,ILP / CSD,1,1,25,25,28,28
BOLCUB,ILP / NBO(DFT),0,,25,,28,
BOLCUB,ILP / Hückel(DFT),1,1,25,25,28,28
BOLCUB,CSD / NBO(DFT),0,,25,,28,
BOLCUB,CSD / Hückel(DFT),1,1,25,25,28,28
BOLCUB,NBO(DFT) / Hückel(DFT),0,,,25,,28
BOLDEM,ILP / CSD,1,1,23,23,26,26
BOLDEM,ILP / NBO(DFT),0,,23,,26,
BOLDEM,ILP / Hückel(DFT),1,1,23,23,26,26
BOLDEM,CSD / NBO(DFT),0,,23,,26,
BOLDEM,CSD / Hückel(DFT),1,1,23,23,26,26
BOLDEM,NBO(DFT) / Hückel(DFT),0,,,23,,26
BOLDIQ,ILP / CSD,1,1,43,43,50,50
BOLDIQ,ILP / NBO(DFT),1,1,43,43,50,50
BOLDIQ,ILP / Hückel(DFT),1,1,43,43,50,50
BOLDIQ,CSD / NBO(DFT),1,1,43,43,50,50
BOLDIQ,CSD / Hückel(DFT),1,1,43,43,50,50
BOLDIQ,NBO(DFT) / Hückel(DFT),1,1,43,43,50,50
BOLDOW,ILP / CSD,1,1,43,43,50,50
BOLDOW,ILP / NBO(DFT),1,1,43,43,50,50
BOLDOW,ILP / Hückel(DFT),1,1,43,43,50,50
BOLDOW,CSD / NBO(DFT),1,1,43,43,50,50
BOLDOW,CSD / Hückel(DFT),1,1,43,43,50,50
BOLDOW,NBO(DFT) / Hückel(DFT),1,1,43,43,50,50
BOLGEQ,ILP / CSD,1,1,32,32,36,36
BOLGEQ,ILP / NBO(DFT),1,1,32,32,36,36
BOLGEQ,ILP / Hückel(DFT),1,1,32,32,36,36
BOLGEQ,CSD / NBO(DFT),1,1,32,32,36,36
BOLGEQ,CSD / Hückel(DFT),1,1,32,32,36,36
BOLGEQ,NBO(DFT) / Hückel(DFT),1,1,32,32,36,36
BOLGIU,ILP / CSD,1,1,31,31,35,35
BOLGIU,ILP / NBO(DFT),1,1,31,31,35,35
BOLGIU,ILP / Hückel(DFT),1,1,31,31,35,35
BOLGIU,CSD / NBO(DFT),1,1,31,31,35,35
BOLGIU,CSD / Hückel(DFT),1,1,31,31,35,35
BOLGIU,NBO(DFT) / Hückel(DFT),1,1,31,31,35,35
BOLHES,ILP / CSD,1,1,25,25,27,27
BOLHES,ILP / NBO(DFT),1,1,25,25,27,27
BOLHES,ILP / Hückel(DFT),1,1,25,25,27,27
BOLHES,CSD / NBO(DFT),1,1,25,25,27,27
BOLHES,CSD / Hückel(DFT),1,1,25,25,27,27
BOLHES,NBO(DFT) / Hückel(DFT),1,1,25,25,27,27
BOLLAS,ILP / CSD,1,1,21,21,23,23
BOLLAS,ILP / NBO(DFT),1,1,21,21,23,23
BOLLAS,ILP / Hückel(DFT),1,1,21,21,23,23
BOLLAS,CSD / NBO(DFT),1,1,21,21,23,23
BOLLAS,CSD / Hückel(DFT),1,1,21,21,23,23
BOLLAS,NBO(DFT) / Hückel(DFT),1,1,21,21,23,23
BOLLEW,ILP / CSD,1,1,22,22,24,24
BOLLEW,ILP / NBO(DFT),1,1,22,22,24,24
BOLLEW,ILP / Hückel(DFT),1,1,22,22,24,24
BOLLEW,CSD / NBO(DFT),1,1,22,22,24,24
BOLLEW,CSD / Hückel(DFT),1,1,22,22,24,24
BOLLEW,NBO(DFT) / Hückel(DFT),1,1,22,22,24,24
BOLMAS,ILP / CSD,1,1,30,30,34,34
BOLMAS,ILP / NBO(DFT),1,1,30,30,34,34
BOLMAS,ILP / Hückel(DFT),1,1,30,30,34,34
BOLMAS,CSD / NBO(DFT),1,1,30,30,34,34
BOLMAS,CSD / Hückel(DFT),1,1,30,30,34,34
BOLMAS,NBO(DFT) / Hückel(DFT),1,1,30,30,34,34
BOLMAT,ILP / CSD,1,1,29,29,32,32
BOLMAT,ILP / NBO(DFT),1,1,29,29,32,32
BOLMAT,ILP / Hückel(DFT),1,1,29,29,32,32
BOLMAT,CSD / NBO(DFT),1,1,29,29,32,32
BOLMAT,CSD / Hückel(DFT),1,1,29,29,32,32
BOLMAT,NBO(DFT) / Hückel(DFT),1,1,29,29,32,32
BOLMEU,ILP / CSD,1,0,17,17,21,22
BOLMEU,ILP / NBO(DFT),0,,17,,21,
BOLMEU,ILP / Hückel(DFT),1,1,17,17,21,21
BOLMEU,CSD / NBO(DFT),0,,17,,22,
BOLMEU,CSD / Hückel(DFT),1,0,17,17,22,21
BOLMEU,NBO(DFT) / Hückel(DFT),0,,,17,,21
BOLMEW,ILP / CSD,1,1,30,30,34,34
BOLMEW,ILP / NBO(DFT),1,1,30,30,34,34
BOLMEW,ILP / Hückel(DFT),1,1,30,30,34,34
BOLMEW,CSD / NBO(DFT),1,1,30,30,34,34
BOLMEW,CSD / Hückel(DFT),1,1,30,30,34,34
BOLMEW,NBO(DFT) / Hückel(DFT),1,1,30,30,34,34
BOLMIA,ILP / CSD,0,,26,,31,
BOLMIA,ILP / NBO(DFT),1,1,26,26,31,31
BOLMIA,ILP / Hückel(DFT),1,0,26,26,31,32
BOLMIA,CSD / NBO(DFT),0,,,26,,31
BOLMIA,CSD / Hückel(DFT),0,,,26,,32
BOLMIA,NBO(DFT) / Hückel(DFT),1,0,26,26,31,32
BOLMIB,ILP / CSD,1,1,30,30,34,34
BOLMIB,ILP / NBO(DFT),1,1,30,30,34,34
BOLMIB,ILP / Hückel(DFT),1,1,30,30,34,34
BOLMIB,CSD / NBO(DFT),1,1,30,30,34,34
BOLMIB,CSD / Hückel(DFT),1,1,30,30,34,34
BOLMIB,NBO(DFT) / Hückel(DFT),1,1,30,30,34,34
BOLMIY,ILP / CSD,1,0,19,19,25,26
BOLMIY,ILP / NBO(DFT),0,,19,,25,
BOLMIY,ILP / Hückel(DFT),1,1,19,19,25,25
BOLMIY,CSD / NBO(DFT),0,,19,,26,
BOLMIY,CSD / Hückel(DFT),1,0,19,19,26,25
BOLMIY,NBO(DFT) / Hückel(DFT),0,,,19,,25
BOLMOE,ILP / CSD,1,0,17,17,22,23
BOLMOE,ILP / NBO(DFT),1,0,17,17,22,23
BOLMOE,ILP / Hückel(DFT),1,1,17,17,22,22
BOLMOE,CSD / NBO(DFT),1,1,17,17,23,23
