IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
DUQTOA,1,ok,0.097019,71,1,,[Fe]12345(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(C(=[N+]([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])[C+]->51[H]
DUQVES,1,ok,0.109346,71,1,,[Ru]12345(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([C+](N([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])[C+]->51[H]
DURREO,0,ok,0.043095,42,1,,[V+3]12(<-O=C(C([H])([H])[H])C([H])=C(N->1=NC(=O->2)c1c(O[H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H])C([H])([H])[H])(=O)OC([H])([H])[H]
ECIBIC,0,ok,0.030626,33,1,,[Pd]1(Br)(Br)C(=[N+]([H])C(C([H])([H])[H])(C([H])([H])[H])[H])[N+]([H])=[N+]([H])C1=[N+]([H])C([H])(C([H])([H])[H])C([H])([H])[H]
ECIBOI,0,ok,0.041948,47,1,,[Pd]1(Br)(Br)C(=[N+]([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[N+]([H])=[N+]([H])C1=[N+]([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
ECICAV,0,ok,0.020656,24,1,,[Pd]1(Br)(Br)C(=[N+]([H])C([H])([H])[H])[N+]([H])=[N+](C([H])([H])[H])[C+]1N([H])C([H])([H])[H]
EFINUC,0,ok,0.193668,71,1,,[Ru+2]123(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O=C(N=c4n1c(c([H])c([H])c4[H])-c1n2c(=NC(=O->3)c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
EFIPEQ,0,ok,0.087388,69,1,,[Pd+2](Cl)(<-n1c([H])c(Cl)c([H])c([H])c1[H])(<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])Cl
EGEGON,0,ok,0.106174,62,1,,[C+]1([Rh+]234(<-C5([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C5([H])[H])Cl)C(=S(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2N1C([H])([H])[H]
EGEYAQ,0,ok,0.059082,59,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])[C+](N(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C(=C(c1c([H])c([H])c([H])c([H])c1[H])[H])[H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])OC(C([H])([H])[H])([H])[H]
EHOCAG,0,ok,0.172338,78,1,,[Re+]12(<-n3c4c([H])c([H])c5n->1c(c([H])c1n2c(c([H])c3C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C4C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c1C([H])([H])C([H])([H])[H])C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C5C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
EHUSOP,0,ok,0.046709,38,1,,[Cr](<-[C-]#[O+])(<-N1=NC(C(=O)OC([H])([H])[H])=C([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
EHUSUV,0,ok,0.040189,32,1,,[W](<-N1=NC(C(=O)OC([H])([H])[H])=C([H])C1(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
EMACCR,0,ok,0.026832,29,1,,[Cr](<-[C-]#[O+])(C(=[N+](C([H])([H])[H])C([H])([H])[H])OC(C([H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
EPAVEX,0,ok,0.035789,39,1,,[Ni]123<-N(=C4C([H])=C([H])C([H])=C([H])C4=N->1C(=C(C(=O->2)C(F)(F)F)[H])C([H])([H])[H])C(=C(C(=O->3)C(F)(F)F)[H])C([H])([H])[H]
EPOMUS,1,ok,0.110541,78,1,,[Pd+2](I)(C(=[N+]([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])c1c(C([H])([H])C(=O)N([H])[H])c([H])c([H])c([H])c1[H])(<-[C-]#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])<-[C-]#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
ESANES,0,ok,0.086361,55,1,,[Ru+2]12(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-N3=C(N([H])c4n->1c([H])c(Br)c([H])c4[H])c1c(c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H])C3=Nc1n->2c([H])c(Br)c([H])c1[H]
ESINID,0,ok,0.062976,64,1,,[C+](c1c2c(c([H])c3c1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H])(N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Rh+]123(Cl)<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
ESODEW,0,ok,0.060303,49,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=[N+]([H])[H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
EYORIV,0,ok,0.037060,39,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])[C+](N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1oc([H])c([H])c1[H]
EYORUH,0,ok,0.025592,23,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=[N+]([H])[H])c1sc([H])c([H])c1[H]
EYOSAO,0,ok,0.023150,23,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(C(=[N+]([H])[H])c1oc([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+]
FACBIV,0,ok,0.063669,55,1,,[Fe]1234(<-[C-]#[O+])(<-[C-]#[O+])C(=[O+]C(C([H])([H])[H])([H])[H])N(C(c5c([H])c([H])c([H])c([H])c5OC([H])([H])[H])(C->1(=C->2(c->31oc([H])c([H])c->41[H])[H])[H])[H])c1c([H])c([H])c([H])c([H])c1[H]
FAJDAW,0,ok,0.114999,81,1,,[Rh+]1234(<-C5N(c6c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c6C([H])([H])[H])C([H])=C([H])N5c5c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c5C([H])([H])[H])(C([H])([H])[H])(<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])[C+]->45C([H])([H])[H])C([H])([H])[H]
FAWFIT,0,ok,0.062587,31,1,,[Re+]1(Cl)(<-n2c([H])c([H])c([H])c3c2-c2n->1c([H])c([H])c([H])c2C1([H])OC31[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FETHET,0,ok,0.170626,84,1,,[Ir+3]1234(<-n5n([B-](n6n->1c(C([H])([H])[H])c([H])c6C([H])([H])[H])(n1n->2c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])c(C([H])([H])[H])c([H])c5C([H])([H])[H])c1[n+](c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H])C(C([H])([H])[H])(C3=C([H])[H])c1c4c([H])c([H])c([H])c1[H]
FEVYEL,0,ok,0.037200,47,1,,[Pt]12(<-S=C(C(=S->1)C#N)C#N)<-n1c([H])c([H])c([H])c(C(=O)OC(C([H])([H])[H])([H])[H])c1-c1c(C(=O)OC(C([H])([H])[H])([H])[H])c([H])c([H])c([H])n->21
FIHNEP,0,ok,0.044580,47,1,,[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C(=C(C1=[N+]([H])[H])OC(C([H])([H])[H])([H])[H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
FIJFOW,0,ok,0.074884,76,1,,[Cu+](<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
FIMYAE,0,ok,0.056751,35,1,,[Zn+2]1(Cl)(Cl)<-N(=NC(=C2N1C([H])=C([H])C([H])=C2[H])[H])C(=O)C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
FINTEC,0,ok,0.048387,45,1,,c1(P2(c3c([H])c([H])c([H])c([H])c3[H])C([C+](N(C([H])([H])[H])C([H])([H])[H])[Cr]<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([H])[H])c([H])c([H])c([H])c([H])c1[H]
FINTIG,0,ok,0.041729,45,1,,[W]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(C(C1=[N+](C([H])([H])[H])C([H])([H])[H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FINVAA,0,ok,0.029090,33,1,,[W](C(=[N+](C([H])([H])[H])C([H])([H])[H])C(SC([H])([H])[H])(SC([H])([H])[H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FINVII,0,ok,0.025958,31,1,,[Cr]1(<-S(C(SC([H])([H])[H])([H])C1=[N+](C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FINVOO,0,ok,0.023433,27,1,,[Cr]1(<-S(C(C1=[N+](C([H])([H])[H])C([H])([H])[H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FINVUU,0,ok,0.027969,27,1,,[W]1(<-S(C(C1=[N+](C([H])([H])[H])C([H])([H])[H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
FIQPOK,0,ok,0.215104,53,1,,[Pd]12(<-S=C(N([H])[H])N=N->1C1=C3C([H])=C([H])C([H])=[N+]=C3c3nc([H])c([H])c([H])c31)SC(N([H])[H])=NN2C1=C2C([H])=C([H])C([H])=[N+]=C2c2nc([H])c([H])c([H])c21
FIRFAO,0,ok,0.045171,44,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(N(C([H])([H])[H])C([H])([H])[H])=C([H])C(=[N+](C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
FIRFES,0,ok,0.049213,51,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=[N+](C([H])([H])[H])C([H])([H])[H])C([H])=C(N(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
FMBCNI,0,ok,0.029914,29,1,,B12(F)->[Ni]3456(<-[C-]#[O+])(<-C1(C([H])([H])[H])=C->3(C([H])([H])[H])B->4(F)C->5(C([H])([H])[H])=C->62C([H])([H])[H])<-[C-]#[O+]
FOBREV,0,ok,0.072789,43,1,,[Fe]12(OC(=C(C3=[S+2]=C(C([H])([H])[H])C(C([H])([H])[H])=N->13)[H])C(F)(F)F)OC(=C([H])c1sc(C([H])([H])[H])c(C([H])([H])[H])n->21)C(F)(F)F
FOGMIX,0,ok,0.033439,38,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])[C+]1N(C(=C([H])[H])[H])C(=NC(=C([H])[H])[H])C1(OC(C([H])([H])[H])([H])[H])C([H])([H])[H]
GABBOB,0,ok,0.034464,36,1,,C1(c2c([H])c([H])c([H])c([H])c2[H])N=O->[Pt](<-O=1)(<-S(C([H])([H])[H])(C([H])([H])[H])=O)<-S(C([H])([H])[H])(C([H])([H])[H])=O
GABBUH,0,ok,0.029837,37,1,,C1(c2c([H])c([H])c([H])c([H])c2O[H])=O->[Pt](<-S(C([H])([H])[H])(C([H])([H])[H])=O)(<-S(C([H])([H])[H])(C([H])([H])[H])=O)<-O=N1
GABPUU,1,ok,0.094894,71,1,,[Fe]1234(<-P(c5c([H])c([H])c([H])c([H])c5[H])(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])(C(=[N+](C(c5c([H])c([H])c([H])c([H])c5[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])(<-[C-]#[O+])<-C5([H])=C->1([H])[C+]->2([H])C->3([H])=C->45[H]
GABYUD,0,ok,0.038114,43,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=NC(=[O+]C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
GAJQEN,0,ok,0.056371,72,1,,[Zn+2](<-[c-]1[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n1C([H])([H])[H])(C1(C([H])([H])[H])C(C([H])([H])[H])=C(C([H])([H])[H])C(C([H])([H])[H])=C1C([H])([H])[H])C1(C([H])([H])[H])C(C([H])([H])[H])=C(C([H])([H])[H])C(C([H])([H])[H])=C1C([H])([H])[H]
GAMHIO,0,ok,0.099891,85,1,,[Ag+](Br)[C+]1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(c32)C([H])([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
GAMHOU,0,ok,0.094164,85,1,,Br[Cu+][C+]1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(c32)C([H])([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
GECPUC,0,ok,0.049897,44,1,,[V+3]12(<-N(=NC(=O->1)c1c(N([H])[H])c([H])c([H])c([H])c1[H])C(=C(C(=O->2)c1c([H])c([H])c([H])c([H])c1[H])[H])C([H])([H])[H])(=O)OC([H])([H])[H]
GEPGIT,0,ok,0.084399,58,1,,[Re+3]123(#N)<-S=C(N=C(N->1=C1C(=C(C([H])([H])[H])N->2=NC(=S->3)N([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H])c1c([H])c([H])c([H])c([H])c1[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
GEPGOZ,0,ok,0.059248,58,1,,[Tc+3]123(#N)<-S=C(N=C(N->1=C1C([H])=C([H])C([H])=C([H])C1=C(C([H])([H])[H])N->2=NC(=S->3)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
GEPZEG,-1,ilp_failed,0.034545,0,0,"ILP failed: Infeasible (check mol_charge, η-carbon lp=0 vs ring anion/aromatic 6π, connectivity, remote-C lp preference, and LP/octet balance on donors)",
GETJUK,0,ok,0.031423,27,1,,[Pt]12(<-S=C(C(=S->1)C#N)C#N)<-n1c(-c3nc([H])c([H])c([H])n->23)nc([H])c([H])c1[H]
GIFDEG,0,ok,0.094179,83,1,,[Ni]12(<-P(c3n(N(c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c([H])c([H])c([H])c4[H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])<-O=C(N=N->1C(=C([H])C(=O->2)C(F)(F)F)C(F)(F)F)c1c([H])c([H])c([H])c([H])c1[H]
GIGGOV,0,ok,0.089644,54,1,,[Ru+2]12(<-n3c([H])c([H])c([H])c([H])c3C([H])=C(O1)c1c([H])c([H])c([H])c([H])c1[H])(<-n1c([H])c([H])c([H])c([H])c1C([H])=C2c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+]
GIKGUC,0,ok,0.179456,63,1,,[Zr+4]123456(<-P(C([H])([H])[H])(C([H])([H])[H])C(C(P->1(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C(C(P->2(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])<-C1([H])=C->3([H])C4([H])C5([H])C61[H]
GILQOI,0,ok,0.064449,67,1,,[Ru]123456(<-P(c7c([H])c([H])c([H])c([H])c7[H])(c7c([H])c([H])c([H])c([H])c7[H])c7c([H])c([H])c([H])c([H])c7[H])(<-S=C(C(=S->1)C#N)C#N)<-c1(C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])(C([H])([H])[H])C([H])([H])[H])c->5([H])c->61[H]
GIRFES,0,ok,0.173643,40,1,,[Zr+4]12345(Cl)(<-P(C([H])([H])[H])(C([H])([H])[H])C(C(P->1(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-C1([H])=C->2([H])C3([H])C4([H])C51[H]
GIWNEH,0,ok,0.024340,23,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=[N+]([H])[H])c1oc([H])c([H])c1[H]
GIWPAF,0,ok,0.025560,27,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(c1n(C([H])([H])[H])c([H])c([H])c1[H])=[N+]([H])[H]
GOCFOU,0,ok,0.054497,54,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(=[N+]1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])OC([H])([H])[H]
GODZAC,0,ok,0.341248,85,1,,[Pt+2]123<-N4=C5C([H])=C([H])C4=C(c4c([H])c([H])c([H])c([H])c4[H])c4c6c([H])c([H])c([H])c([H])c([H])c-6c(c41)C(c1c([H])c([H])c([H])c([H])c1[H])=C1N->2=C(C(c2c([H])c([H])c([H])c([H])c2[H])=c2n3c(c([H])c2[H])=C5c2c([H])c([H])c([H])c([H])c2[H])C([H])=C1[H]
GOGGEO,-1,ok,0.057038,50,1,,[Co+](<-P(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])([C-]1[C-]([H])C([H])=C(C([H])([H])[H])C([H])=C1[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
GONHEW,0,ok,0.165051,79,1,,[Ni]123<-N4=C5C(C#Cc6c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c6[H])=C6N->1=C(C(c1c([H])c([H])c([H])c([H])c1[H])=C1N->2=C(C(C(=O)[H])=C2N->3=C(C(c3c([H])c([H])c([H])c([H])c3[H])=C4C([H])=C5[H])C([H])=C2[H])C([H])=C1[H])C([H])=C6[H]
GOPQIL,0,ok,0.052238,35,1,,[Pd+2]1(Cl)(<-n2c([H])c([H])c([H])c3c2C(=N->1C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])C3([H])[H])C(=O)C([H])([H])[H]
GORYIV,0,ok,0.141448,70,1,,Brc1c2O[Mn+3]34(<-O=C5C(=[Br+])C([H])=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C5C(=N->3C3([H])C(N->4=C(c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[H])#N
GOTTOY,0,ok,0.116502,60,1,,[Mn+7]12(Oc3c([H])c([H])c([H])c([H])c3C3=N->1C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O3)(#N)Oc1c([H])c([H])c([H])c([H])c1[C-]1OC([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N21
GUCBIR,0,ok,0.118554,62,1,,[Fe+2]12(OS(=O)(=O)C(F)(F)F)(OS(=O)(=O)C(F)(F)F)<-n3c(C([H])([H])[H])c([H])c([H])c([H])c3N(C([H])([H])[H])C3=N->1C(=Nc1n->2c(C([H])([H])[H])c([H])c([H])c1[H])c1c3c([H])c([H])c([H])c1[H]
GUFCAL,0,ok,0.057353,73,1,,[Pd]12(<-O=[N+]=C(c3n->1c([H])c([H])c([H])c3[H])c1c([H])c([H])c(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])c([H])c1[H])ON=C(c1n->2c([H])c([H])c([H])c1[H])c1c([H])c([H])c(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])c([H])c1[H]
GUJCOD,0,ok,0.046123,42,1,,[Ru]12(<-S=C(C#N)C(=S->1)C#N)(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c(-c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+]
GULGUR,1,ok,0.068746,70,1,,[Au+3]1(c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)<-n2c([H])c([H])c([H])c([H])c2C([H])([H])N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C1=[N+]([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
GULHAY,1,ok,0.063207,70,1,,[Au+3]1(<-n2c([H])c([H])c([H])c([H])c2C([N+](C([H])([H])c2c([H])c([H])c([H])c([H])n2)=C1N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])([H])[H])(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
GULZUJ,0,ok,0.123718,51,1,,C12=Nc3c([H])c([H])c([H])c4c3[Ni+2]35<-N1=C(c1c2c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c([H])c(c13)N=C1c2c([H])c([H])c([H])c([H])c2C(=N->51)N4[H]
GUSSAP,0,ok,0.117254,46,1,,c1(N2c3c(N4=Nc5n(->[Pd+2]<-42Cl)c([H])c([H])n5C([H])([H])C([H])([H])[H])c([H])c([H])c2c([H])c([H])c([H])c([H])c32)c([H])c([H])c(Cl)c([H])c1[H]
HACDOE,0,ok,0.037432,41,1,,[Fe]1(<-O=C(O[C+]1N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
HAJNIP,0,ok,0.041771,43,1,,[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])c1[n+](C([H])([H])[H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1[H]
HAKHEG,0,ok,0.025860,29,1,,[Pt]1234(<-S=C(C(=S->1)C#N)C#N)<-C1([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C1([H])[H]
HALNAK,0,ok,0.045242,45,1,,[Cr]1(<-[S+](=C(C(=C1N(C([H])([H])[H])C([H])([H])[H])[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
HAWXAG,0,ok,0.047022,37,1,,[Pd+2]12(<-n3c(C(=C(O1)C(F)(F)F)[H])c([H])c([H])c([H])c3[H])<-n1c(C(=C(O2)C(F)(F)F)[H])c([H])c([H])c([H])c1[H]
HAWXEK,0,ok,0.055408,43,1,,[Pd+2]12(OC(=C([H])c3c([H])c([H])c([H])c([H])n->13)C(F)(F)C(F)(F)F)<-O=C(C([H])=C1C([H])=C([H])C([H])=C([H])N21)C(F)(F)C(F)(F)F
HAWXOU,0,ok,0.054244,37,1,,[Pd+2]12(OC(=C(c3n->1c([H])c([H])c([H])c3[H])[H])C([H])([H])[H])<-O=C(C(=C1N2C([H])=C([H])C([H])=C1[H])[H])C([H])([H])[H]
HAWXUA,0,ok,0.045219,37,1,,[Pt+2]12(<-n3c([H])c([H])c([H])c([H])c3C([H])=C(O1)C(F)(F)F)N1C([H])=C([H])C([H])=C([H])C1=C([H])C(=O->2)C(F)(F)F
HECYIY,0,ok,0.038581,39,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]1=C([H])C(N(C([H])([H])[H])C([H])([H])[H])=[N+]=C(c2c([H])c([H])c([H])c([H])c2[H])N1[H]
HERBAI,0,ok,0.078793,70,1,,[Pd]12(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-S=C([H])C(=S->2)c1c([H])c([H])c(C#N)c([H])c1[H]
HIGDOR,0,ok,0.076609,77,1,,[C-](->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])([C+](C([H])([H])[H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])#[O+]
